zinc_id,smiles
ZINC000030731319,CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
ZINC000030731330,C/C=C\[C@H](CCC)C(=O)O
ZINC000030731335,C/C=C\[C@@H](CCC)C(=O)O
ZINC000030731379,CC(/C=C/C1=C(CO)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)O
ZINC000030731384,CC(/C=C/[C@]12O[C@@]1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O
ZINC000030731390,CC(/C=C/[C@@]12O[C@]1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O
ZINC000031290884,O=C(O)[C@H]1O[C@@H](O[C@@H]2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000031290887,O=C(O)[C@H]1O[C@@H](O[C@H]2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000031417974,C[C@@H](C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(C(=O)c2ccccc2)c1
ZINC000031417978,C[C@H](C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(C(=O)c2ccccc2)c1
ZINC000031440253,O=C1NC(=O)[C@](C2=C[C@H](O)[C@@H](O)C=C2)(c2ccccc2)N1
ZINC000031456738,Cc1ccc(C(=O)c2ccc(CC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C)cc1
ZINC000031460590,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000031460595,O=C(O)[C@H]1O[C@@H](O[C@H]2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000031622969,C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O
ZINC000031622970,C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@@H]1CCC2=O
ZINC000031771185,COC(=O)[C@H]1[C@@H](C(=O)Oc2ccccc2)C[C@@H]2CC[C@H]1N2
ZINC000031771186,COC(=O)[C@@H]1[C@@H](C(=O)Oc2ccccc2)C[C@@H]2CC[C@H]1N2
ZINC000032209980,CN(C)CCCN1c2ccccc2S(=O)c2ccccc21
ZINC000032272342,COc1cc([C@](C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O
ZINC000032272344,COc1cc([C@@](C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O
ZINC000032272344,COc1cc([C@@](C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O
ZINC000033587910,C[C@@]12CC[C@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O
ZINC000033903112,NCCc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
ZINC000033955058,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/CO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1
ZINC000033963989,C[C@@]12CC[C@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@@H]1CCC2=O
ZINC000034141652,COC(=O)[C@H](c1ccccc1Cl)N1CC[C@H]2SC(=O)C=C2C1
ZINC000036177510,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1ccccc1)[C@H]2C(=O)O
ZINC000037253587,NCCN
ZINC000038601228,O=C1CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5
ZINC000039208822,O[C@@H]1CN(Cc2ccccc2Cl)Cc2ccsc21
ZINC000039208823,O[C@H]1CN(Cc2ccccc2Cl)Cc2ccsc21
ZINC000040164488,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]12
ZINC000040165222,CNC[C@H](O)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
ZINC000040165238,C=C1CC[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
ZINC000040165239,C=C1CC[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C/C1=C\C=C1/CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
ZINC000040165240,C=C1CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
ZINC000040165241,C=C1CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C/C1=C\C=C1/CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
ZINC000040916117,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3[C@H](O)CC[C@H]3C2)cc1
ZINC000044020714,C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@H]1CCC2=O
ZINC000044964012,Oc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314
ZINC000044964014,Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314
ZINC000060183860,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)([C@@H](O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ZINC000065739349,Clc1ccccc1C[N+]1=Cc2ccsc2CC1
ZINC000065742963,Cc1c(O)cnc2c1NC(=O)c1cccnc1N2C1CC1
ZINC000065748339,O=C1C=C2CN(Cc3ccccc3Cl)CC[C@H]2S1
ZINC000065748340,O=C1C=C2CN(Cc3ccccc3Cl)CC[C@@H]2S1
ZINC000065749696,C[C@@H](C1=Cc2ccccc2S1=O)N(O)C(N)=O
ZINC000065749697,C[C@H](C1=Cc2ccccc2S1=O)N(O)C(N)=O
ZINC000067664978,O=C(O)c1cccc2[nH]c(=O)n(Cc3ccc(-c4ccccc4-c4nnn[nH]4)cc3)c12
ZINC000067665085,CCCCC(=O)NC1(C(=O)NCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)CCCC1
ZINC000067665433,Cc1ccc(O)c([C@H](CCNC(C)C)c2ccccc2)c1
ZINC000077287124,O=S(=O)(CCc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1
ZINC000077301904,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn([C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1
ZINC000082105373,O=C(CSc1ccncc1)N[C@H]1C(=O)N2C(C(=O)O)=C(CO)CS[C@H]12
ZINC000082105374,O=C(CSc1ccncc1)N[C@H]1C(=O)N2C(C(=O)O)=C(CO)CS[C@@H]12
ZINC000082105375,O=C(CSc1ccncc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CO)CS[C@@H]12
ZINC000084462581,O=c1[nH]c(O)nc2n[nH]cc12
ZINC000085479227,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000085551979,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000085552114,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000085552271,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
ZINC000085552312,N[C@@H](Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O
ZINC000090614937,C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@H]1CC[C@@H]2O
ZINC000090693835,Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1
ZINC000095570759,Oc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@@H]4[C@@H](C2)NCC[C@]314
ZINC000095617622,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095617623,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095617624,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095617625,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095617626,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095617627,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)C[C@H](O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)C(=O)C(C)(C)O
ZINC000095617628,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)C[C@H](O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)C(=O)C(C)(C)O
ZINC000095617635,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000095617636,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000095617637,CN1CCN(Cc2ccc(C(=O)NC3=C[C@H](Nc4nccc(-c5cccnc5)n4)[C@H](CO)C=C3)cc2)CC1
ZINC000095617638,CN1CCN(Cc2ccc(C(=O)NC3=C[C@@H](Nc4nccc(-c5cccnc5)n4)[C@H](CO)C=C3)cc2)CC1
ZINC000095617639,CN1CCN(Cc2ccc(C(=O)NC3=C[C@H](Nc4nccc(-c5cccnc5)n4)[C@@H](CO)C=C3)cc2)CC1
ZINC000095617640,CN1CCN(Cc2ccc(C(=O)NC3=C[C@@H](Nc4nccc(-c5cccnc5)n4)[C@@H](CO)C=C3)cc2)CC1
ZINC000095617641,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(C2=CN(O)CC=C2)n1
ZINC000095617642,O=C1CC[C@@H](N2C(=O)C3=C[C@@H]4O[C@@H]4C=C3C2=O)C(=O)N1
ZINC000095617643,O=C1CC[C@H](N2C(=O)C3=C[C@@H]4O[C@@H]4C=C3C2=O)C(=O)N1
ZINC000095617644,O=C1NC(=O)[C@](C2=C[C@@H](O)[C@@H](O)C=C2)(c2ccccc2)N1
ZINC000095617645,Cc1ccnc2c1NC(=O)c1cc(O)cnc1N2C1CC1
ZINC000095617646,Clc1cc2c(s1)CCN(Cc1ccccc1Cl)C2
ZINC000095617647,O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2
ZINC000095617648,Clc1ccccc1CN1C=Cc2sccc2C1
ZINC000095617649,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3c(O)cccc3c12
ZINC000095617650,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3c(O)cccc3c12
ZINC000095617651,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1O
ZINC000095617652,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1O
ZINC000095617653,C[C@@H](c1cc2ccc(O)cc2s1)N(O)C(N)=O
ZINC000095617654,C[C@H](c1cc2ccc(O)cc2s1)N(O)C(N)=O
ZINC000095617655,COc1ccc2nc([S@](=O)Cc3ncc(C)c(OC)c3CO)[nH]c2c1
ZINC000095617656,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3CO)[nH]c2c1
ZINC000095617657,CN[C@]1(c2ccccc2Cl)CC[C@H](O)CC1=O
ZINC000095617658,CN[C@@]1(c2ccccc2Cl)CC[C@H](O)CC1=O
ZINC000095617659,CN[C@]1(c2ccccc2Cl)CC[C@@H](O)CC1=O
ZINC000095617660,CN[C@@]1(c2ccccc2Cl)CC[C@@H](O)CC1=O
ZINC000095617661,CN[C@]1(c2ccccc2Cl)C[C@H](O)CCC1=O
ZINC000095617662,CN[C@@]1(c2ccccc2Cl)C[C@H](O)CCC1=O
ZINC000095617663,CN[C@]1(c2ccccc2Cl)C[C@@H](O)CCC1=O
ZINC000095617664,CN[C@@]1(c2ccccc2Cl)C[C@@H](O)CCC1=O
ZINC000095617665,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1O
ZINC000095617666,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1
ZINC000095617667,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CC(O)C[C@H]3C2)cc1
ZINC000095617668,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CC(O)C[C@@H]3C2)cc1
ZINC000095617669,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@@H]3CC(O)C[C@H]3C2)cc1
ZINC000095617670,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3[C@@H](O)CC[C@H]3C2)cc1
ZINC000095617672,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccc(O)cc21
ZINC000095617673,O=C(O)C[C@@H](O)C[C@@H](O)/C=C/c1[nH]c2ccccc2c1-c1ccc(F)cc1
ZINC000095617674,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2cc(O)ccc21
ZINC000095908875,CN1C(=O)[C@H](O)C[C@H]1c1cccnc1
ZINC000096077628,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O
ZINC000100006441,Cc1cc(=O)n(-c2ccccc2)[nH]1
ZINC000100029264,N[P@@](=O)(OCCC=O)N(CCCl)CCCl
ZINC000100034211,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O
ZINC000100034396,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O
ZINC000100043983,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
ZINC000100051242,C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC(=O)O)C[C@@H](O)C[C@@H]1O
ZINC000100051302,CC(/C=C/[C@@]12O[C@@]1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O
ZINC000100051308,CC(/C=C/[C@]12O[C@]1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O
ZINC000100051339,Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1
ZINC000100051344,Cc1cc(N([C@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1
ZINC000100051348,O=[P@]1(N(CCCl)CCCl)N[C@H](O)CCO1
ZINC000100051350,O=[P@@]1(NCCCl)NCCCO1
ZINC000100051356,O=[P@@]1(NCCCl)OCC[C@H](O)N1CCCl
ZINC000100051395,O=C1CC[C@@H](N2C(=O)C3=C[C@H]4O[C@@H]4C=C3C2=O)C(=O)N1
ZINC000100051396,O=C1CC[C@H](N2C(=O)C3=C[C@H]4O[C@@H]4C=C3C2=O)C(=O)N1
ZINC000100051398,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O
ZINC000100051400,CC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O
ZINC000100051402,CC(=O)C[C@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O
ZINC000100051405,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O
ZINC000100051411,CC(=O)[C@H](O)[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O
ZINC000100051415,CC(=O)[C@@H](O)[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O
ZINC000100051419,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2c(O)cccc2c1=O
ZINC000100051467,O=C(C1CC1)[C@@H](c1ccccc1F)N1CCc2sc(O)cc2C1
ZINC000100051471,O=C(C1CC1)[C@H](c1ccccc1F)N1CCc2sc(O)cc2C1
ZINC000100051482,CN1C(=O)NC(=O)[C@](C)([C@]23CCCC[C@@H]2O3)C1=O
ZINC000100051487,CN1C(=O)NC(=O)[C@@](C)([C@]23CCCC[C@@H]2O3)C1=O
ZINC000100051620,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CC[C@@H](O)[C@@H]3C2)cc1
ZINC000100051666,NCC/C=C1\c2ccccc2C[C@@H](O)c2ccccc21
ZINC000100051669,NCC/C=C1\c2ccccc2C[C@H](O)c2ccccc21
ZINC000100051673,O=C(O)CC1=C(S)CCN([C@@H](C(=O)C2CC2)c2ccccc2F)C1
ZINC000100051679,O=C(O)CC1=C(S)CCN([C@H](C(=O)C2CC2)c2ccccc2F)C1
ZINC000100053167,C/C=C1/N(C)[C@@H](C)CC1(c1ccccc1)c1ccccc1
ZINC000100053171,C/C=C1\N(C)[C@@H](C)CC1(c1ccccc1)c1ccccc1
ZINC000100053185,CN1[C@H]2CC[C@H]1[C@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
ZINC000100053191,CN1[C@@H]2CC[C@@H]1[C@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
ZINC000100053204,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@@H]1N2C
ZINC000100053206,CCOC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@@H]1N2C
ZINC000100053272,COC(=O)[C@@H]1[C@@H]2CC[C@@H](C[C@@H]1C(=O)Oc1ccccc1)N2
ZINC000100053276,COC(=O)[C@H]1[C@@H]2CC[C@@H](C[C@@H]1C(=O)Oc1ccccc1)N2
ZINC000100053295,Oc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@@H]4[C@H](C2)NCC[C@@]341
ZINC000100053300,Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)NCC[C@@]341
ZINC000100053305,Oc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@H]4[C@H](C2)NCC[C@@]341
ZINC000100053310,Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@H](C2)NCC[C@@]341
ZINC000100199161,C/C=C1/N(C)[C@H](C)CC1(c1ccccc1)c1ccccc1
ZINC000104344008,O=C1CC[C@H](N2C(=O)C3=C[C@@H]4O[C@H]4C=C3C2=O)C(=O)N1
ZINC000118915218,C[C@]12C[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@@]2(O)[C@@H](O)CO
ZINC000118915219,C[C@]12C[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@@]2(O)[C@@H](O)CO
ZINC000118915220,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@@]2(O)[C@@H](O)CO
ZINC000118915221,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@@]2(O)[C@@H](O)CO
ZINC000150338767,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O
ZINC000150338771,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O
ZINC000169294173,Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)NCC[C@]314
ZINC000230061301,O=C(O)CCC/C=C\C[C@@H]1[C@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1
ZINC000238809066,NS(=O)(=O)O
ZINC000242649149,C[N@@+]1([O-])CCC[C@H]1c1cccnc1
ZINC000242649151,C[N@+]1([O-])CCC[C@H]1c1cccnc1
ZINC000242649153,C[N@+]1([O-])CCC[C@@H]1c1cccnc1
ZINC000242649207,C[N@@+]1([O-])CCC[C@@H]1c1cccnc1
ZINC000248317782,CCOC(=O)[C@@H]1[C@H](OC(=O)c2ccccc2)C[C@H]2CC[C@H]1N2C
ZINC000248317783,CCOC(=O)[C@H]1[C@H](OC(=O)c2ccccc2)C[C@H]2CC[C@H]1N2C
ZINC000253476804,Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]2O)S(=O)(=O)c2ccc(N)cc2)no1
ZINC000253476805,Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1
ZINC000253476806,Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]2O)S(=O)(=O)c2ccc(N)cc2)no1
ZINC000255984288,C[C@@H](C1=Cc2ccccc2[S@]1=O)N(O)C(N)=O
ZINC000255984289,C[C@H](C1=Cc2ccccc2[S@@]1=O)N(O)C(N)=O
ZINC000255984290,C[C@H](C1=Cc2ccccc2[S@]1=O)N(O)C(N)=O
ZINC000255984291,C[C@@H](C1=Cc2ccccc2[S@@]1=O)N(O)C(N)=O
ZINC000256009345,CN1C(=O)NC(=O)[C@](C)([C@]23CCCC[C@H]2O3)C1=O
ZINC000256009346,CN1C(=O)NC(=O)[C@](C)([C@@]23CCCC[C@H]2O3)C1=O
ZINC000256090847,O=C(O)CCC/C=C\C[C@@H]1[C@H](O)C[C@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1
ZINC000257423715,CC(C)(CC#N)O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000257423716,CC(C)(CC#N)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000261494589,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3C[C@H](O)C[C@H]3C2)cc1
ZINC000261494616,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@H](O)CO)[C@@]3(C)CC(=O)[C@H]12
ZINC000261494617,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@H](O)CO)[C@]3(C)CC(=O)[C@H]12
ZINC000261494618,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@@H](O)CO)[C@]3(C)CC(=O)[C@H]12
ZINC000261494619,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@@H](O)CO)[C@@]3(C)CC(=O)[C@H]12
ZINC000261494638,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1C(=O)Oc1ccccc1)N2
ZINC000261494639,COC(=O)[C@H]1[C@H]2CC[C@@H](C[C@H]1C(=O)Oc1ccccc1)N2
ZINC000261494645,O=[S@@]1C=CC2=C1CCN(Cc1ccccc1Cl)C2
ZINC000261494646,O=[S@]1C=CC2=C1CCN(Cc1ccccc1Cl)C2
ZINC000261494671,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@@H]3CC[C@@H](O)[C@H]3C2)cc1
ZINC000261494672,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@@H]3CC[C@H](O)[C@H]3C2)cc1
ZINC000261494684,C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@H]1CCC2=O
ZINC000261494685,CN1C(=O)CC[C@@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c1
ZINC000261494686,CN1C(=O)CC[C@@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]2O)c1
ZINC000261494687,CN1C(=O)CC[C@@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]2O)c1
ZINC000261494688,CN1C(=O)CC[C@@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]2O)c1
ZINC000410428639,Cn1c(O)nc2c1c(O)nc(=O)n2C
ZINC000410428642,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2CC[C@H]1N2C
