@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithoutNans50

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute MATS3e numeric
@attribute GATS3m numeric
@attribute GATS5m numeric
@attribute GATS7m numeric
@attribute GATS6e numeric
@attribute GATS7e numeric
@attribute GATS4p numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute fragC numeric
@attribute IC5 numeric
@attribute SIC4 numeric
@attribute SIC5 numeric
@attribute piPC3 numeric
@attribute AMW numeric
@attribute Class {0,1}

@data
1966.923885,-0.457282,-0.048893,1.185882,1.197012,1.338427,0.94089,1.144985,1.258936,1.082235,31.972072,4.847687,61.08,4.864727,0.933827,0.933827,4.127134,8.083621,1
800.630568,-0.390035,-0.101832,0.786707,1.092997,1.131343,1.522841,1.012344,0.775137,1.378058,15.99492,5.638484,89.07,4.453661,0.959044,0.959044,4.406719,9.123038,1
1664.534661,-0.4092,-0.033288,0.882285,0.861464,1.323129,1.414732,1.391266,1.152177,1.039767,18.998407,4.487689,124.07,4.7433,0.868827,0.868827,4.574711,7.571565,1
1260.21629,-0.314764,-0.074739,0.955854,1.041594,0.836874,0.39085,0.721853,1.084676,1.197504,15.998264,4.861993,61.02,3.787144,0.741704,0.721646,4.477337,7.003439,1
3784.062099,-0.474286,-0.068318,0.899446,0.857756,0.915135,0.852556,0.721886,1.221145,0.87296,34.971061,6.132543,198.07,5.24946,0.973507,0.973507,4.75359,10.380883,1
2452.69717,-1.031434,-0.064203,0.626011,0.59484,0.792005,0.973755,1.154554,0.913292,0.932185,34.968854,2.729994,149.09,4.807585,0.865516,0.865516,4.828314,8.959585,1
861.386542,-0.549829,-0.096232,1.043529,0.897375,1.582615,1.336346,1.330483,1.68493,0.313036,16.001679,3.709025,14.08,4.061482,0.910762,0.910762,3.713572,9.093389,1
1598.244005,-0.262467,-0.183572,1.090623,1.012932,0.995275,1.429589,1.216336,1.031909,1.042787,14.003086,6.579638,129.01,4.78679,0.811842,0.839723,4.49981,6.331045,1
1930.148721,3.091342,0.271931,0.734991,1.218705,0.891899,1.12987,0.704911,1.177937,0.972747,16.000003,3.947226,24.05,4.736007,0.793204,0.822954,4.26268,6.263136,1
2800.118103,-0.776529,-0.062182,1.340222,0.954392,1.107409,1.235731,1.00388,1.04084,0.801588,34.968854,4.688667,212.1,4.996069,0.904501,0.904501,4.770685,9.436038,1
2663.217275,-1.520635,-0.125982,1.03082,0.799304,1.265321,1.093938,0.962768,1.110212,1.001099,31.973074,3.970548,154.14,5.186393,0.938958,0.938958,4.65396,9.870633,1
2525.73874,-0.615244,-0.045225,1.096122,0.883205,0.876792,0.970467,0.950844,1.074689,0.97908,19.00061,4.092652,261.06,5.142567,0.827063,0.836224,4.828314,6.919364,1
2892.321992,0.835675,0.057995,1.322584,0.943367,1.22499,1.424289,1.305511,0.770545,0.869725,31.972073,4.64227,154.09,4.66309,0.780136,0.780136,4.356709,6.971652,1
1865.310221,0.34977,0.058815,0.886511,1.100748,1.078077,1.848159,0.970427,1.165932,0.981893,15.995927,5.510081,79.03,4.600177,0.788662,0.788662,4.465908,6.197114,1
758.759236,-1.060434,-0.152987,1.282234,1.042589,0.961782,1.050947,0.754293,1.061828,1.011415,16.002058,3.4746,52.09,4.436605,0.980777,0.980777,4.043051,10.349296,1
3311.449184,2.142385,0.068692,1.006671,1.004898,0.960722,1.054285,0.967219,1.173677,0.905432,16.006407,4.413385,204.19,5.778001,0.903589,0.911378,4.564348,7.201004,1
2039.472608,-0.518401,-0.072502,1.016557,1.104931,1.031639,1.062479,0.811777,1.103215,1.071434,15.995931,5.817596,304.04,5.212261,0.875393,0.875393,4.890349,6.874689,1
3801.878799,-0.084433,-0.009944,0.897617,1.202601,1.028614,0.940672,1.013709,1.162164,1.262273,34.97396,6.294789,64.08,3.791925,0.797479,0.797479,4.553877,14.957404,1
1195.805512,0.363876,0.098941,1.017479,0.894504,1.206467,1.861273,1.302312,0.932053,0.947832,15.994919,5.132318,16.03,4.662573,0.901865,0.901865,3.78419,6.115488,1
4117.644361,0.005154,0.000504,1.086676,0.987652,1.000144,0.607425,0.60197,1.156752,1.116441,34.970857,2.250734,88.1,4.665803,0.839991,0.839991,4.51086,10.064116,1
2521.909831,1.222444,0.108553,0.565842,0.844375,1.259846,0.910908,1.079471,0.910597,0.882886,34.969854,3.691871,20.09,4.75,0.9625,0.95,4.077537,10.062885,1
3104.217481,0.475545,0.046396,0.860151,1.075365,0.900887,0.920226,1.018681,1.175233,1.021982,31.974075,4.294807,154.15,5.142915,0.931087,0.931087,4.59512,10.218207,1
14608.418157,-1.216772,-0.113798,0.780223,0.93796,1.639411,0.754161,1.255053,0.652786,0.974783,126.904473,4.323705,52.08,4.664498,0.970284,0.970284,3.871201,12.641831,1
6901.107571,-1.347292,-0.12128,0.844097,0.336629,1.698095,0.468362,1.192789,0.966765,0.748142,78.918337,4.004634,134.05,4.920832,0.876418,0.876418,4.49981,8.552849,1
1384.394263,0.405627,0.041165,0.724354,0.988963,0.841127,1.05941,0.632248,1.084049,1.051927,15.99894,3.878477,22.08,4.465946,0.857277,0.857277,4.442651,8.245978,1
2737.083385,-0.091336,-0.005288,0.925758,0.874614,0.875025,0.638349,0.981037,1.085383,0.921652,31.972073,3.759366,219.08,5.079589,0.856233,0.874682,4.663439,7.806694,1
2354.855888,0.479046,0.066441,1.049206,0.903578,1.079658,0.85402,0.49123,1.128062,0.781876,31.972072,3.781486,198.06,5.161978,0.898793,0.90554,4.624973,7.368591,1
1326.098333,-0.167225,-0.125003,0.99514,0.92185,1.080154,0.883001,1.139037,0.996734,0.970378,14.008065,5.990449,163.01,4.29243,0.773904,0.791047,4.672829,6.678312,1
2227.226397,1.129965,0.118886,0.809967,0.827933,1.296487,1.446103,1.081305,1.098625,0.939451,34.968854,5.420583,191.04,4.95852,0.862422,0.902886,4.787492,8.135606,1
959.710945,-0.11869,-0.05229,0.991808,1.041752,0.926753,0.64749,0.785467,1.057065,0.956792,14.050019,4.205404,89.03,4.573557,0.945655,0.932068,4.290459,7.437032,1
1572.703315,-0.150727,-0.077212,1.083975,0.936692,1.061311,1.394199,1.222239,1.005779,0.972587,14.003084,6.907529,104.01,4.044818,0.723248,0.699631,3.610918,5.041399,1
883.924755,0.145849,0.105716,0.767265,2.148548,0,0,0,1.700593,1.928259,31.972071,6.657302,31.05,3.807355,1,1,3.78419,10.858262,1
2559.804761,-0.225979,-0.015132,0.950738,0.851001,0.879239,0.602047,1.061199,1.038819,0.889955,31.972072,3.754863,205.07,4.902175,0.866711,0.859964,4.634729,7.830083,1
3644.869755,0.684374,0.04389,1.127142,0.780919,0.791794,1.262365,1.192716,0.773918,0.912645,34.968854,2.729993,100.11,4.854287,0.812123,0.812123,4.584967,7.923085,1
3083.077667,0.640313,0.024241,0.8466,1.036953,1.117513,1.191954,1.27375,1.084888,1.069244,16.004479,3.993178,310.14,5.892138,0.925487,0.929381,5.111988,7.435294,1
1776.205051,-0.653554,-0.041321,0.844864,0.965632,1.169544,1.236949,1.193012,0.984435,1.147088,18.998408,4.537342,191.07,4.942783,0.889856,0.889856,4.718499,7.662735,1
1922.623358,0.355162,0.073396,1.057193,1.181036,1.057504,1.138181,0.923451,1.120859,0.802532,15.994922,5.92908,144.04,5.140703,0.868114,0.873876,4.644391,6.394012,1
2434.541195,3.39234,0.249635,1.076847,1.092216,1.017392,1.394294,1.411177,0.988547,0.875561,16.000816,4.959728,254.06,5.11151,0.809476,0.836783,4.691348,6.93095,1
1556.73343,-0.322459,-0.026364,0.807195,0.929962,1.359505,1.380655,1.426644,1.138744,1.194542,18.998407,4.487075,119.07,4.704994,0.878198,0.878198,4.553877,7.783737,1
1266.572876,-0.013279,-0.010179,0.90714,1.034244,1.026063,0.773304,1.267635,1.049728,1.074095,14.003084,5.096545,104.01,4.430723,0.827005,0.827005,4.454347,6.418717,1
3378.806597,-1.267399,-0.095572,1.263054,0.926367,1.296314,1.126356,1.104101,0.989994,0.80643,34.969856,4.689622,219.11,4.952591,0.89663,0.89663,4.820282,10.174321,1
1565.410235,-0.099878,-0.073102,1.254077,1.121325,1.046347,0.985487,0.981031,0.920503,1.112081,14.003086,6.750537,124.01,4.808914,0.84777,0.84777,4.584967,6.219889,1
3135.143499,3.918725,0.12327,0.967231,1.089714,1.060149,0.962868,0.985581,1.011691,0.88434,16.005425,4.437702,268.16,6.044955,0.943888,0.961745,4.442651,6.913849,1
2364.993959,0.474972,0.072275,1.413271,1.230444,0.925951,0.80239,1.746471,0.825495,1.20611,15.99593,6.63157,94.03,5.04137,0.809362,0.809362,4.465908,5.684496,1
1754.77915,1.670383,0.121386,0.787674,0.804806,1.466069,1.733105,1.631021,1.184337,1.024603,34.968854,4.202782,109.07,4.415061,0.899768,0.899768,4.418841,10.500913,1
2376.052595,-0.471351,-0.064477,0.951824,0.866651,1.168931,1.018038,0.98311,1.042428,0.956208,34.969381,5.178007,191.07,5.043296,0.895553,0.903013,4.532599,7.732319,1
1669.972952,-0.852724,-0.172352,1.430265,1.055484,0.922579,0.808181,1.180693,1.131268,1.116629,31.972072,4.154075,109.06,4.829966,0.949386,0.949386,4.454347,8.79626,1
844.869792,0.972989,0.112716,1.053235,0.925887,1.310126,0.89164,1.275941,2.140709,1.341403,31.973077,4.77588,729.16,4.875,0.791667,0.8125,5.31812,7.569668,1
1122.24197,0.411252,0.153349,0.912312,1.284942,1.129701,1.308441,0.70228,0.676589,1.299318,14.009818,6.072387,94.04,4.454822,0.875647,0.875647,4.454347,7.062868,1
3018.432303,-0.504805,-0.055843,0.947993,0.787998,1.083184,0.869114,1.026559,0.998011,0.971319,34.968854,6.115786,247.05,4.977025,0.797621,0.817586,4.875197,7.018101,1
3688.532882,-1.97962,-0.140972,1.016616,0.807158,1.143157,0.794454,1.152423,1.133791,0.927727,34.970158,4.480077,340.1,5.488205,0.914701,0.914701,4.85203,8.283574,1
1441.954933,-0.102908,-0.019839,0.956528,1.131801,1.019184,1.54266,0.992549,1.072308,1.04314,15.99492,5.664259,214.03,5.033184,0.921925,0.921925,4.615121,6.685755,1
2164.379223,-0.305633,-0.154752,0.852385,0.967389,1.585117,0.778364,2.391556,0.853845,0.966245,31.974266,4.815622,43.04,4.152391,0.951534,0.931148,4.025352,10.907897,1
2625.419277,1.005722,0.041946,0.828197,1.14334,0.895258,1.049607,0.800704,1.044064,0.75799,19.000421,3.758246,34.13,5.472353,0.932226,0.919075,4.634729,7.922386,1
1087.890321,-1.04494,-0.116009,0.778067,0.836057,1.707576,1.394913,1.794565,1.129934,1.221263,15.999999,4.482577,99.06,4.615061,0.940527,0.940527,4.488636,8.702124,1
541.449105,0.596772,0.159408,1.113203,0,0,0,0,0.119632,0,15.995918,4.010496,7.04,3.392747,0.91685,0.91685,2.639057,7.849456,1
2062.190083,0.512172,0.024762,0.760302,1.110269,1.136791,1.316683,1.173774,1.123508,1.080972,16.002576,5.174016,233.1,5.340184,0.92369,0.92369,4.997212,8.05719,1
1827.593844,-0.28579,-0.031803,0.713031,1.121963,1.350232,0.791233,1.214084,0.880462,0.936658,34.968854,4.299595,99.09,4.760648,0.960932,0.960932,4.304065,9.195576,1
3167.614615,-1.372077,-0.060196,1.112194,0.928467,1.032141,0.782324,0.911613,1.132121,1.040832,16.000975,3.752245,385.07,5.790386,0.886384,0.889762,4.859812,6.267645,1
1426.772064,-0.518597,-0.057546,0.768142,0.955177,1.316825,1.193203,1.315317,0.873045,1.171013,15.998713,4.467655,114.08,4.599379,0.870204,0.870204,4.488636,7.772645,1
2877.948231,2.806743,0.166147,0.926694,1.036895,1.058444,1.055344,1.107566,0.961445,0.996689,31.972072,5.381923,82.09,5.487794,0.919786,0.925314,4.043051,6.659242,1
2170.385193,0.372858,0.031908,1.516973,0.917696,1.096126,1.12908,1.113716,1.02056,0.895344,31.972072,4.680696,129.08,4.862507,0.890662,0.890662,4.382027,8.252306,1
1245.90793,-0.337103,-0.060261,0.910269,0.886373,1.074433,0.902946,1.268993,0.966893,1.022156,15.998264,4.136678,55.05,4.686147,0.913607,0.913607,4.143135,7.060916,1
2515.198688,0.998529,0.09832,0.900583,0.916398,1.059697,0.962372,1.18974,1.028921,0.996254,34.969381,4.786002,124.09,5.037401,0.959884,0.959884,4.488636,9.65893,1
2314.413413,-0.732027,-0.129852,0.962552,0.646539,1.022729,1.05586,1.312308,1.033215,0.804512,34.968854,5.464392,129.05,4.926721,0.886964,0.886964,4.65396,7.55628,1
2286.627394,0.192452,0.017803,0.967358,0.965613,1.004198,0.90558,1.110735,1.051369,0.974032,15.999302,4.501575,91.05,5.588477,0.916344,0.921265,4.394449,6.198093,1
2640.121188,-1.48673,-0.058742,0.881417,0.954055,1.041865,0.925834,1.039419,1.07769,0.884586,16.005419,4.453816,367.12,5.785848,0.942431,0.947176,5.153292,7.886694,1
2670.549453,0.209212,0.009827,0.727531,1.042263,1.040191,1.135487,1.253173,1.096844,1.045249,34.968854,5.167012,233.11,5.322076,0.929146,0.929146,5.010635,8.756578,1
6907.691651,4.65787,0.122282,1.023951,1.169349,0.990231,1.199027,1.230398,0.975491,0.929972,16.006172,5.317362,85.23,5.788286,0.725393,0.760145,5.257495,6.131844,1
2249.613652,-0.170241,-0.023319,0.889456,1.088127,0.98412,0.938139,0.744043,0.965373,1.051881,15.995935,4.46331,454.06,5.814834,0.947176,0.951921,5.288267,7.452708,1
2071.245945,-0.428648,-0.106998,1.114941,0.989711,1.230822,0.843004,0.986811,0.997474,1.054721,31.972072,4.765415,119.04,4.774861,0.877537,0.869444,4.532599,7.247673,1
2123.385267,-1.556299,-0.180276,1.047735,0.936843,1.055224,0.95877,0.912941,1.022487,1.040163,34.969854,3.799542,64.08,4.789015,0.985804,0.985804,4.488636,11.2409,1
1518.520208,0.075648,0.017622,1.063428,0.937327,0.865146,0.775066,1.074204,1.181293,0.960179,15.99492,5.378604,156.01,5.150324,0.917291,0.917291,4.26268,5.800286,1
1870.664404,0.052544,0.027462,1.115884,0.921101,1.178473,0.754756,0.865633,1.056108,0.847544,31.972072,6.151423,104.03,4.215312,0.792065,0.792065,4.394449,7.103368,1
1875.009165,2.714267,0.105444,0.620558,0.763355,1.145092,1.007319,1.058873,0.965314,1.107333,19.003422,3.733715,134.09,4.975418,0.922686,0.922686,4.59512,9.002778,1
2841.497631,1.583975,0.088552,1.272234,0.951226,0.951412,1.286434,1.188588,1.105339,0.770693,31.972073,4.690334,261.13,5.433799,0.9126,0.9126,4.787492,8.325085,1
2811.409222,-0.162381,-0.065469,0.983356,0.726921,1.178331,1.250692,1.010724,1.000706,0.790173,31.973426,6.442967,184.04,5.172234,0.918734,0.91182,4.574711,7.257916,1
2993.842265,-0.696481,-0.069335,0.724617,0.970086,1.190288,0.736185,1.103119,0.994493,0.953914,34.969855,5.054456,76.07,4.553197,0.834006,0.834006,4.59512,8.706116,1
2062.190083,-0.02991,-0.001446,0.807282,1.073665,1.190099,1.209113,1.287627,1.116649,1.083432,16.002576,5.168502,233.1,5.30382,0.9174,0.9174,5.003946,8.05719,1
2317.376808,-0.365674,-0.025678,0.914568,1.061214,1.013288,1.087686,1.178133,1.052265,1.008576,16.001683,3.895946,184.09,5.495865,0.910769,0.915977,4.912655,7.690463,1
2678.870606,-1.198053,-0.05819,1.083836,0.86256,0.971359,0.541433,0.230667,1.168952,0.696018,16.002586,3.932453,275.09,5.053596,0.821282,0.816436,4.787492,7.195017,1
2990.071817,-0.511991,-0.05243,0.972853,0.923533,0.997388,1.081507,1.142965,1.074177,0.998695,34.969381,5.279038,240.08,5.39537,0.88567,0.895888,4.672829,7.218838,1
4910.44047,-0.198543,-0.005295,1.146579,1.127931,1.002397,0.963819,1.070525,1.072973,1.007677,16.008081,4.040022,422.16,6.406382,0.890975,0.908026,4.828314,6.334692,1
2525.481842,-0.180321,-0.011661,1.378771,0.937925,0.9084,1.228137,1.040037,1.021218,0.807873,31.972073,4.611642,233.12,5.282484,0.917913,0.917913,4.65396,8.520909,1
1228.830728,1.380141,0.140309,0.905729,1.054005,1.112742,0.89692,0.946681,0.945735,0.985421,15.999296,4.32136,99.09,4.875,0.975,0.975,4.304065,8.346774,1
2606.893152,-0.279028,-0.085829,1.043342,0.796432,1.103258,1.044422,1.10066,0.932402,1.010712,34.969381,5.722043,109.04,4.584184,0.861376,0.861376,4.430817,7.952394,1
2576.975894,-0.18894,-0.01111,0.907393,1.046289,0.765297,1.073489,0.871374,1.298827,0.916409,31.972073,4.629146,261.16,5.49468,0.952309,0.946159,4.905275,9.287522,1
1346.600312,1.80928,0.179819,0.852049,1.078484,1.024384,0.913038,0.870615,0.916748,1.078523,15.999297,4.323816,104.09,4.936286,0.962374,0.962374,4.343805,8.031783,1
2237.247918,-1.022227,-0.103866,1.06443,0.814221,1.032874,0.848562,0.543266,1.028966,0.815592,19.000137,4.04126,322.06,5.456908,0.906107,0.906107,4.875197,7.049972,1
984.73194,0.661797,0.106784,0.940924,0.964763,1.051437,0.8757,1.066809,1.111556,0.92274,15.998705,4.871246,13.04,4.440636,0.928363,0.944728,3.73767,7.041906,1
1576.862994,-1.220168,-0.110631,1.611739,0.95091,0,1.338515,0,0.80155,0.798628,31.972072,4.794717,46.07,3.873141,0.823995,0.823995,4.043051,8.962915,1
1810.916656,0.096752,0.028362,1.032692,1.026276,1.023757,0.529822,0.657722,0.963721,0.979571,15.994922,5.548136,144.02,5.16158,0.866863,0.88491,4.75359,6.512718,1
3646.31834,-0.594274,-0.052405,0.996881,0.907704,1.284056,1.077149,1.187086,1.089627,0.987474,31.974076,4.98321,247.16,5.315175,0.911242,0.911242,4.718499,9.212342,1
1250.749361,-0.903977,-0.138911,0.995403,0.923329,1.057653,0.947522,0.42878,0.852884,0.820421,15.99693,3.809967,114.04,4.831075,0.896239,0.927367,4.543295,7.921762,1
2566.505249,-1.527097,-0.135572,1.210707,0.812042,0.992919,1.200287,0.905166,1.112987,0.897993,31.973074,3.973,134.1,5.136249,0.952512,0.952512,4.418841,9.429642,1
44330.883959,-1.098346,-0.096819,0.945022,0.888717,1.59006,0.80968,1.179949,0.666063,0.834376,?,?,149.09,4.833617,0.911024,0.921053,5.01728,18.548611,1
1954.527521,1.12258,0.114822,0.976727,1.1728,0.94463,0.96528,0.875151,1.005176,1.071066,15.999303,4.874855,219.06,5.543875,0.94233,0.95463,4.795791,7.25338,1
1291.883242,-1.806124,-0.110941,0.8468,1.201219,0.517902,1.004429,0.472332,0.903487,0.824849,19.000414,3.784281,67.1,4.304229,0.860846,0.860846,4.430817,9.908198,1
1723.734124,0.255073,0.064591,0.948582,1.106525,1.949863,1.613621,1.118812,1.139363,1.161721,34.969854,5.77765,40.04,4.169925,1,1,4.174387,11.831934,1
2004.418211,-0.088403,-0.052941,1.047847,0.992852,1.144726,0.723673,1.112145,1.010995,1.015687,31.972072,6.124863,163.02,4.719522,0.859368,0.859368,4.465908,6.870114,1
2736.017038,-1.073675,-0.09217,0.952616,0.704365,1.211516,0.624864,0.965189,0.994421,0.806396,34.968854,4.0877,295.07,5.271487,0.895466,0.903752,4.804021,7.72242,1
2002.097392,-1.16908,-0.090964,1.01688,1.040991,0.975589,0.727938,0.928177,1.073345,1.066859,16.000023,3.83277,169.13,5.513089,0.953597,0.953597,4.820282,8.25766,1
2383.537327,-0.267688,-0.022243,1.394624,1.036476,0.873244,1.33297,0.960309,1.081136,1.005075,31.972072,4.787254,212.08,5.196648,0.909211,0.916124,4.770685,8.120097,1
2050.815536,0.001252,0.000494,0.530972,0.650141,0.668896,0.393261,0.609625,0.938642,1.033659,34.968854,2.729996,64.02,4.297308,0.783893,0.802103,4.553877,7.247035,1
3443.932551,0.315407,0.017378,1.11973,1.020601,1.044635,1.246268,1.237793,0.931159,0.922969,16.000039,4.423821,457.11,6.050728,0.906623,0.912717,5.023881,6.771558,1
990.50724,0.538875,0.043743,1.04185,1.248579,1.841763,1.266028,1.765086,1.075499,0.577452,16.003745,3.074984,49.1,3.418296,0.745545,0.745545,3.496508,9.834503,1
2341.926267,-0.717707,-0.104655,0.89274,1.335041,0.750177,0.559112,0.539935,1.080915,1.061151,34.968854,4.805763,139.04,4.250815,0.75267,0.761118,4.812184,7.919123,1
1220.007626,-1.322281,-0.20428,0.957513,0.929419,1.017911,0.680956,1.088731,0.860637,1.157523,15.99871,4.130529,55.06,4.635007,0.918843,0.918843,4.143135,7.548829,1
2372.057168,-2.572195,-0.19914,1.079767,1.204951,1.206005,0.84417,1.353151,0.964338,1.041072,15.999957,4.821292,100.07,4.485788,0.766479,0.74214,4.736198,6.897436,1
914.706544,-1.753875,-0.211561,1.016205,1.126999,1.148926,1.260708,1.157547,1.177464,1.196009,15.999993,4.239403,43.06,4.349649,0.961554,0.961554,3.7612,8.654264,1
2281.075242,0.335405,0.051029,1.418304,1.222168,1.072647,0.837668,1.78179,0.82902,1.191555,15.995929,6.631431,91.03,4.999039,0.810227,0.810227,4.394449,5.726688,1
4766.540113,-1.248064,-0.033135,1.14519,1.14761,1.007748,1.061325,1.081219,1.040416,1.013733,16.009389,4.03157,294.16,6.318145,0.90051,0.904054,4.779123,6.515486,1
3411.612929,-0.938085,-0.06366,0.956166,0.988101,1.02047,1.084121,1.301985,1.141882,1.121913,16.000854,4.471902,790.09,5.890323,0.87397,0.882786,5.676754,7.552186,1
1808.726903,0.153264,0.009873,0.846356,1.015336,0.948859,1.15391,0.75105,0.999051,1.079604,19.000414,3.599746,76.06,5.058303,0.921056,0.921056,4.382027,7.803214,1
2526.985411,-2.419606,-0.104078,0.921478,0.891237,1.082196,0.996812,1.085506,1.078521,0.882987,16.004459,4.955132,358.11,5.733781,0.940298,0.945219,5.135798,7.868345,1
1261.940842,0.919504,0.202575,1.022707,0.898685,0.789974,1.439422,1.012272,2.114698,0.952716,31.972072,4.072998,99.1,4.517559,0.961093,0.961093,4.477337,10.655315,1
2318.813491,-0.584977,-0.044974,1.076952,0.847833,0.839893,0.636842,0.613165,1.068701,0.869113,19.000609,4.067987,240.05,5.037752,0.794958,0.836507,4.70048,6.926896,1
2980.55064,0.473478,0.020608,1.012986,0.949327,1.195828,1.028113,1.278788,0.972033,0.986063,16.005436,4.042204,317.13,5.689485,0.902551,0.902551,5.09375,7.737014,1
2537.659636,-0.231159,-0.08874,1.061232,0.72604,1.130906,0.861694,1.33025,0.962433,0.92794,34.969381,5.754355,109.03,4.580023,0.866542,0.866542,4.532599,8.079099,1
3103.761868,-0.637217,-0.038337,0.931681,0.965912,1.438479,1.327901,1.79445,0.973501,0.95133,31.972073,4.918012,268.1,5.411216,0.882847,0.882847,4.962845,7.531557,1
2210.483915,-0.266108,-0.075876,0.952314,0.774924,1.302614,1.133952,1.275593,0.883179,1.027765,34.96938,5.719715,114.03,4.747191,0.848221,0.864406,4.442651,6.981222,1
4330.213566,-1.834762,-0.060477,0.96421,0.845028,1.019188,1.119443,1.063578,1.003024,1.097247,16.006069,4.276934,547.16,6.248194,0.906014,0.909441,5.361292,7.029104,1
1585.202935,-0.037294,-0.006104,1.022168,0.918454,1.100159,1.916692,1.544454,1.177082,0.883699,15.994921,5.479312,170.05,4.799062,0.863981,0.863981,4.465908,6.642447,0
1497.923612,0.027716,0.013351,1.088409,1.164788,1.154046,0.806755,0.825841,0.770991,1.256829,14.009289,5.864006,114.02,4.412782,0.790118,0.790118,4.406719,6.129367,0
1111.154484,0.039787,0.019526,0.989684,1.188651,0.86109,0.909972,0.467089,1.054747,1.244605,14.004089,6.280439,128.02,4.707715,0.917811,0.917811,4.394449,6.461343,0
1465.178879,-0.313901,-0.05124,1.110913,0.968715,1.02826,1.289346,0.988069,0.992592,1.035168,15.998264,4.915052,58.03,4.726144,0.865684,0.865684,4.043051,5.981557,0
1261.107797,0.724539,0.077429,1.008957,1.193384,0.897976,0.826924,0.697958,0.744636,0.613425,15.999288,3.961132,13.05,4.127283,0.846756,0.818192,3.091042,6.216103,0
715.520779,-0.115459,-0.085637,1.029218,0.832026,0.96355,1.53692,1.347258,1.111106,0.94311,14.113082,4.66966,10.02,4.004886,0.898071,0.898071,3.332205,6.186366,0
1600.69782,0.893178,0.07161,0.920189,1.068387,1.213315,0.8463,1.277027,1.102816,1.050279,15.999297,5.22641,232.05,5.180742,0.94335,0.94335,4.672829,7.269935,0
1941.299461,0.055814,0.003484,0.877854,1.009364,0.830694,1.155544,0.917198,1.163604,1.011037,16.002568,4.939476,286.08,5.19535,0.876766,0.911395,4.89784,7.964067,0
1230.199808,-0.355576,-0.067281,1.232644,0.933763,0.800966,1.537636,0.669489,0.766353,1.097493,15.995923,4.526096,16.04,3.678026,0.717064,0.717064,3.871201,6.375562,0
1245.172896,-1.026279,-0.246948,1.12203,0.646333,1.422829,0.282588,3.142383,1.043605,0.588594,31.972745,5.677276,11.05,3.616349,0.90088,0.851321,3.73767,9.054245,0
1558.157386,-0.887178,-0.091285,1.12644,1.151129,0.831358,1.524587,0.843022,0.679123,1.233586,15.997931,3.830738,17.06,4.350069,0.810049,0.806716,3.178054,6.19461,0
1249.048523,-0.656562,-0.208068,1.274615,0.742544,0.940904,1.690679,0.693263,0.835836,0.697539,14.007107,4.112096,18.05,4.127316,0.80265,0.792274,3.89182,6.626055,0
1003.110727,-0.81045,-0.146829,1.482736,1.572125,2.394277,0.409034,3.107959,0.761293,1.092269,15.99592,3.836105,10.04,3.134267,0.687688,0.651973,2.397895,5.754607,0
1317.417989,0.413594,0.100192,1.082211,1.066834,1.22205,1.983295,0.844376,1.051968,0.903484,15.994919,5.449727,55.03,4.665312,0.85783,0.876621,4.043051,6.15433,0
752.217766,-2.15587,-0.330526,1.411163,1.222186,0,0,0,0.881649,0.019074,15.998702,4.022371,9.03,3.576618,0.866748,0.841968,2.70805,6.845421,0
918.463738,-0.480694,-0.092741,1.438996,0.95068,2.324388,0.955811,2.824317,0.854541,0.173819,15.99592,3.678918,9.04,2.886733,0.661624,0.621624,2.197225,5.884534,0
977.925912,-0.086885,-0.032168,1.019659,1.058393,0.946186,0.958015,0.776748,1.017207,0.918927,14.153131,4.270049,114.05,4.074697,0.831796,0.807767,4.634729,8.639438,0
1924.471102,-1.889917,-0.18414,1.105717,1.050778,0.910228,0.725706,0.804754,1.086409,0.897042,31.972072,4.390067,144.1,5.344698,0.991169,0.991169,4.812184,9.477821,0
901.377361,0.000799,0.000175,1.016067,0.995124,1.125503,0.541583,1.10471,1.095914,0.889298,15.998261,4.753629,12.03,4.213661,0.92459,0.907362,3.583519,6.683785,0
2293.467354,-1.042363,-0.098372,0.930113,0.69617,1.466968,0.827283,1.483728,1.029079,0.937512,31.972072,5.126797,70.08,5.01248,0.907472,0.907472,4.356709,7.416107,0
2252.161557,1.152008,0.104972,1.139406,1.0592,0.875209,1.41121,0.995983,1.091548,1.033405,15.999305,4.889355,159.07,5.277115,0.858686,0.879519,4.553877,6.675736,0
1931.832588,0.881666,0.056528,0.994683,1.015913,0.887937,1.097547,0.86013,1.25598,1.006076,16.000006,4.537875,191.05,5.356558,0.930784,0.930784,4.564348,6.670253,0
6307.127202,-0.202802,-0.100166,1.002603,0.33905,0.889484,1.105717,1.069122,0.843762,0.802108,78.918337,5.875223,58.03,4.516876,0.873683,0.873683,4.317488,8.779375,0
1123.066217,-0.157654,-0.034693,0.973255,0.937719,1.134754,0.731046,1.01638,1.198539,0.71913,15.995923,4.405321,55.03,4.635007,0.930858,0.918843,4.330733,7.306372,0
2890.288834,-1.33495,-0.10934,0.887861,0.628289,0.639436,1.035393,0.684614,0.623295,0.919233,34.968854,2.729994,26.09,3.9036,0.675255,0.669239,4.204693,7.073463,0
