@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithoutNans50

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute fragC numeric
@attribute IC5 numeric
@attribute SIC5 numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
3154.250345,1.171284,0.905429,1.335575,1.541592,0.990703,31.973074,4.677809,233.13,5.173252,0.89081,8.57366,3029,1
2340.504067,0.349769,0.94281,0.995255,1.306376,1.090783,31.973074,4.626961,134.12,5.131556,0.970892,10.129123,1701,1
2193.731856,-0.437541,0.997279,0.982026,0.974763,1.410434,31.972072,4.320537,129.07,5.142915,0.931087,7.807182,1695,1
2460.68308,1.240375,0.686468,1.820594,1.074022,1.095675,34.970156,3.719669,19.06,4.607264,0.929972,9.742299,744,1
2169.853463,-0.341666,1.492241,0.839576,0.896522,0.802396,31.972072,4.687711,205.09,4.952591,0.89663,8.697755,2026,1
2439.637881,-0.046846,0.910823,0.816194,0.740748,0.735457,34.969381,5.724289,198.05,5.265467,0.928257,7.473741,1795,1
1832.767319,0.720752,0.99139,1.038798,0.959192,0.845663,15.999303,4.314669,149.07,4.979098,0.873459,7.56094,2396,1
5309.831492,1.242847,1.097022,0.93278,0.8488,1.029673,16.011394,4.022388,457.18,6.593036,0.923452,6.493044,19310,1
2069.989756,-0.429208,1.029704,1.073584,1.174376,0.923572,14.009835,5.999182,226.04,5.268221,0.874776,6.373513,2458,1
676.00462,-0.655647,0.819214,1.827683,1.827593,1.555385,15.995924,4.454563,43.08,3.984184,0.921853,9.702761,277,1
2494.182847,-1.535645,0.883751,1.039062,0.817239,1.061247,19.00478,3.690491,268.14,5.267211,0.899151,9.209486,4275,1
1815.183065,-0.22324,0.871621,1.420147,1.471743,1.122787,31.972072,6.236129,114.03,4.99028,0.944163,7.874438,1136,1
