@relation amps_padel2d_WithoutNans50_WithoutNames

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute fragC numeric
@attribute IC5 numeric
@attribute SIC5 numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
8952.048295,4.368922,0.968325,1.13301,1.310097,0.984874,16.011681,4.393164,111.36,5.852004,0.736795,6.398489,106658,1
356.545437,1.103157,0.953297,1.179383,1.180031,1.087145,16.018246,4.353779,529.57,5.705574,0.764881,6.324095,378525,1
8742.14365,1.344669,1.007856,1.10271,1.274347,1.033088,16.015732,4.117086,111.41,5.995587,0.763599,6.82638,111873,1
14263.827563,3.449444,0.99222,1.11423,1.268805,0.99819,16.027563,4.117107,179.64,6.248792,0.728837,6.675896,443357,1
9957.103591,-2.724265,0.989341,1.003689,1.252857,0.972542,31.973084,4.115734,856.49,6.988688,0.891505,7.618907,128194,1
16618.358879,8.740146,0.952084,1.121125,1.360838,0.983029,16.026818,4.425097,1472.67,6.404095,0.724769,6.463662,647864,1
12104.191153,-0.439492,1.027116,1.045584,1.229094,0.984396,16.021258,4.227102,2181.58,7.050509,0.84495,7.105287,298313,1
363.988014,0.693852,0.955887,1.242709,1.244465,1.0973,16.017394,4.221402,954.72,6.070312,0.801906,6.756701,427757,1
9370.412417,3.30483,0.977002,1.066971,1.435636,0.976866,16.008743,4.406634,2240.38,6.622953,0.824425,6.775004,134481,1
17926.168083,7.402005,0.953537,1.122326,1.333249,0.980614,31.972082,4.117947,214.74,6.329265,0.713035,6.514711,723434,1
901.641022,0.790449,0.797294,1.044472,1.17454,0.990876,31.972084,3.91464,2194.88,6.779274,0.856092,6.87964,915452,1
6651.019478,-3.033601,0.991351,1.080595,1.18474,0.978724,31.972075,3.922111,81.33,6.149755,0.845197,7.551525,43248,1
12310.964245,0.840358,0.989069,1.042191,1.277717,0.967616,31.973087,4.439337,1059.57,6.848706,0.834246,7.253553,256293,1
9294.698344,3.563101,0.967022,1.067105,1.423808,0.988615,16.008725,4.493509,1635.38,6.526879,0.814149,6.629601,126554,1
813.663296,0.400131,0.911694,1.189706,1.189572,0.975416,16.058841,3.919349,1755.34,7.010404,0.829515,6.830647,2999955,1
9539.355965,-1.334731,0.990135,1.045395,1.094789,0.969428,31.972077,3.926471,594.46,6.672756,0.847171,7.182325,114038,1
9460.387895,3.710987,1.017066,1.144767,1.407321,1.019012,16.015776,4.39758,361.4,6.044558,0.756103,6.658855,133719,1
