@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithouNans50_WithoutNames

@attribute ATS1m numeric
@attribute AATS5m numeric
@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute MATS5c numeric
@attribute MATS3m numeric
@attribute MATS3e numeric
@attribute GATS1c numeric
@attribute GATS3m numeric
@attribute GATS5m numeric
@attribute GATS7m numeric
@attribute GATS5e numeric
@attribute GATS6e numeric
@attribute GATS7e numeric
@attribute GATS4p numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTc-1l numeric
@attribute BCUTp-1l numeric
@attribute EE_Dt numeric
@attribute VR2_Dt numeric
@attribute IC5 numeric
@attribute SIC4 numeric
@attribute SIC5 numeric
@attribute MIC0 numeric
@attribute RotBtFrac numeric
@attribute EE_D numeric
@attribute MWC10 numeric
@attribute AMW numeric
@attribute Class {0,1}

@data
4046.256164,40.365762,1492.036751,0.030998,-0.012209,-0.075756,0.006193,1.358698,1.062157,0.958521,0.990222,1.070253,0.941929,1.064014,1.056978,0.809419,15.994921,-0.378101,5.661108,185.774401,15.04311,4.715002,0.863643,0.863643,13.253355,0.25,117.107717,11.386807,6.776804,0
6939.783865,55.927981,3791.898689,2.446278,-0.033704,0.035168,0.120323,1.321783,0.839014,1.010765,0.998495,1.034585,1.070394,1.104758,1.180589,1.034165,34.969856,-0.390505,4.972127,512.793147,8.006443,5.649065,0.938014,0.938014,17.315826,0.282051,187.213513,13.205227,8.002184,0
11651.841771,42.868898,5278.026443,-3.476331,-0.153972,-0.065706,-0.078276,1.466361,1.085663,1.07833,1.031691,1.181824,0.854673,1.084886,1.022333,0.960553,16.011398,-0.408643,4.525218,709.782713,50.661361,6.779143,0.932853,0.950887,13.450963,0.283582,687.531853,12.610854,6.610739,0
3962.659459,39.249962,1737.071765,0.18968,0.055483,-0.085117,0.024419,1.33874,1.130158,0.879403,0.916553,0.862136,1.505778,1.068262,0.871049,1.074612,15.998711,-0.412894,5.065654,159.21116,13.071619,4.897724,0.87034,0.863427,12.23355,0.608696,135.476919,11.04642,6.023819,0
4143.458692,23.17476,2604.870254,-0.283364,0.02982,-0.012011,-0.082704,1.570227,0.945321,0.635646,0.771256,0.503211,0.660119,0.794154,1.088527,0.845684,34.96938,-0.34371,5.157242,158.9565,9.850921,4.754203,0.802845,0.804857,11.615856,0.73913,136.094529,11.065654,5.637691,0
13894.015052,277.198153,74392.249373,-1.564945,0.184891,-0.079761,-0.130356,1.592045,0.959809,0.813794,0.956618,1.0892,1.235989,0.324002,0.911264,0.872712,126.909494,-0.328631,5.663805,338.916694,10.612067,4.418296,0.791106,0.791106,63.100117,0.542857,251.539784,12.155626,23.739834,0
5593.588886,42.72262,1976.70773,-0.295752,0.009405,-0.104611,-0.037953,1.594111,1.046269,0.995138,1.024422,0.91369,1.373082,1.266996,0.995833,1.087242,15.99593,-0.302014,4.517157,431.688907,7.209291,5.484172,0.932263,0.932263,12.513914,0.235294,186.023258,12.400755,6.834339,0
4069.345861,68.212968,1773.89489,0.716237,0.002673,0.036243,0.0712,1.506231,0.796973,1.16739,1.010752,0.981361,0.94723,0.897797,0.865602,1.093882,31.972072,-0.393273,4.338959,166.387575,5.708302,4.923182,0.975971,0.975971,23.362956,0.272727,77.791645,12.043042,9.062692,0
3574.174244,75.573903,1541.376704,-3.131195,0.194037,-0.231068,-0.214754,1.657772,1.164868,0.849166,0.98379,0.802143,1.091651,1.026491,0.995118,1.079647,16.002554,-0.349831,3.824548,102.750094,7.769887,4.918781,0.933827,0.944203,17.597737,0.75,102.750094,10.917286,8.218667,0
4908.397369,52.125013,2126.157644,-0.865372,0.041127,-0.106821,-0.112916,1.422389,1.092707,0.880927,0.836704,0.751642,1.183958,1.256618,0.932455,0.932009,31.972573,-0.345128,5.135204,222.276557,12.370829,5.208411,0.948389,0.948389,17.690071,0.296296,158.897732,11.532542,7.913766,0
3165.841122,43.716742,1320.992003,1.458401,-0.067355,0.055623,0.144435,1.472098,0.864304,1.0877,0.759582,1.016732,0.816933,0.841957,0.991318,0.750186,16,-0.393768,4.247569,106.848562,6.805549,4.862576,0.963956,0.963956,17.786305,0.611111,79.462091,11.082343,7.790945,0
2765.508728,38.590997,1108.372903,-0.309268,-0.061787,-0.105257,-0.053364,1.443155,1.029808,0.998079,1.160731,1.174,0.726393,1.328618,1.064875,0.837284,15.995922,-0.31514,4.449948,88.709135,6.976279,4.453881,0.899012,0.899012,14.513917,0.3125,50.398639,11.245582,6.713586,0
3287.091639,59.564857,1537.252245,0.416173,0.105535,-0.097924,0.08447,1.557154,1.235932,1.003512,0.646174,1.026573,0.913513,1.072579,1.460053,1.107493,31.972072,-0.353185,4.457378,109.582119,4.679641,4.566109,0.949817,0.949817,20.529873,0.352941,56.243357,11.391876,8.430784,0
5147.013775,33.298765,2054.515718,-1.607361,0.031603,-0.1015,-0.128012,1.57746,1.094492,0.988607,0.843057,0.688963,0.882866,0.889537,1.187487,1.086675,15.997939,-0.308486,4.034068,394.721075,28.868413,5.40248,0.897677,0.914606,10.99874,0.225806,148.12518,12.636474,6.403834,0
3336.169496,107.040256,14417.769114,-0.505547,0.241161,-0.096431,-0.331379,1.857289,1.117994,1.401326,0.852618,0.725883,1.609334,0.917192,0.783198,1.437245,126.904473,-0.30474,5.412694,57.19373,4.702701,3.913977,0.857299,0.877685,38.102069,0.416667,37.52481,10.285036,12.499634,0
5579.776236,59.581299,3690.214469,0.644785,-0.008435,0.171406,0.046969,1.607601,0.726503,0.698424,0.730825,0.967317,0.775236,0.853808,0.867945,0.851923,34.970157,-0.278887,3.83415,210.503124,10.419131,4.92238,0.797611,0.829978,18.907492,0.7,183.609918,11.554192,7.494526,0
2765.29488,42.637875,1886.753523,-0.402402,0.123166,-0.150682,-0.086455,1.483643,1.058385,1.080795,0.817336,1.173268,1.923276,0.418845,0.881054,1.054935,34.968853,-0.41046,5.808853,77.765453,9.335343,3.914569,0.776024,0.776024,16.780004,0.6,53.556121,10.870452,6.882051,0
9818.302374,230.790933,42398.984176,0.784336,0.046381,0.025628,0.04244,1.464563,0.829008,1.473449,1.744422,0.741886,0.86678,0.978649,0.943132,1.379262,126.906474,-0.409719,4.196153,248.289819,393943.407051,4.990785,0.849613,0.855628,45.060093,0.727273,193.913548,12.196058,14.155521,0
11867.541284,45.654369,4952.458917,-1.186552,0.002235,-0.026755,-0.031226,1.41429,1.09005,1.02273,0.901121,1.053785,1.049913,0.815742,1.050898,1.026373,16.008084,-0.38805,4.932887,709.782713,16.623489,6.546662,0.900872,0.923696,12.245823,0.308824,567.916304,13.143489,6.430205,0
4201.702381,56.514159,1476.676566,-0.253832,-0.190974,-0.06505,-0.029074,1.469911,0.935854,1.155837,0.822855,1.334806,0.920109,0.726621,1.202559,0.973584,16.000005,-0.375003,4.357724,196.752518,13.328614,4.979265,0.920287,0.929392,14.538606,0.4,131.769729,11.492753,7.978309,0
7637.206361,34.482333,8613.631432,-1.008901,0.056014,-0.054903,-0.05913,1.57651,0.431911,0.348317,0.39439,0.893837,1.123572,0.94493,0.989521,0.819281,78.918338,-0.341458,3.49999,647.29518,69.2679,5.651555,0.842051,0.854392,16.760664,0.244444,709.782713,13.052449,6.493369,0
4448.290846,46.018249,1631.934058,-1.892007,-0.008351,-0.104936,-0.139062,1.236263,1.068367,0.945515,1.003035,1.26783,1.232113,0.853495,1.148887,0.725691,16.002061,-0.394969,4.75089,198.272041,9.35704,4.805911,0.880295,0.880295,14.314448,0.307692,108.047572,12.435528,7.253227,0
2659.582214,67.265471,946.091661,0.872797,0.195538,-0.093286,0.078694,1.313381,1.038864,1.185528,1.871116,1.119992,1.049305,1.874886,0.926687,0.674657,16.000786,-0.410813,3.066557,80.935885,5.293607,4.095795,0.898071,0.918457,17.681625,0.285714,38.112781,11.322963,8.683772,0
2744.111257,37.469477,990.080075,-0.196443,0.007848,-0.034801,-0.105858,1.402968,1.004365,1.075695,0.969731,1.19071,1.284386,0.581017,1.134345,1.07465,14.008275,-0.300471,6.774313,124.661291,5.255894,4.631616,0.921865,0.934887,10.377885,0.058824,46.398401,11.407354,6.45585,0
2525.457635,36.586273,1034.405074,-0.771864,-0.419423,-0.225432,-0.298908,1.981365,1.18409,1.182406,1.016406,1.558778,0.882487,1.320416,1.252212,0.803237,14.010194,-0.303904,5.380268,82.334197,8.814944,4.240224,0.864137,0.864137,12.876666,0.466667,61.857762,10.329768,6.837758,0
3612.628766,27.66125,1620.360307,-0.385912,-0.081072,-0.247206,-0.077345,1.565479,1.233705,1.107705,1.467949,0.991334,0.428305,0.681699,1.092393,1.053485,15.995925,-0.32821,4.007602,156.296571,8.985313,4.888367,0.83779,0.86614,9.788484,0.5,119.895653,11.331032,6.004179,0
9459.292189,45.451101,4364.683743,-0.056603,0.01259,-0.045419,-0.001613,1.450147,1.135538,1.052293,1.023516,1.059963,1.195131,0.934288,1.012955,1.175275,16.007398,-0.40778,5.278822,709.782713,42.178276,6.206257,0.898334,0.901726,13.187284,0.471698,356.913358,12.828988,6.215773,0
4514.898867,38.834234,2399.555334,-0.715941,-0.099642,-0.079038,-0.134249,1.303885,1.00269,0.649283,1.045359,1.002115,1.018748,0.687393,1.084798,0.854065,34.968854,-0.365144,6.146528,181.808339,11.579327,4.773661,0.852903,0.845815,14.135441,0.346154,117.661542,11.809416,6.863406,0
2064.80748,25.557795,1012.639552,-0.283907,0.167434,-0.141037,-0.044117,1.628362,1.061588,1.022485,0.940105,1.491538,2.270923,1.882493,1.112012,0.73612,15.99592,-0.363137,4.125401,51.599205,4.308474,3.728502,0.801251,0.7675,13.343247,0.416667,33.309153,10.762213,5.900894,0
6379.211509,53.183156,3687.75613,-1.954384,-0.278681,-0.085158,-0.24319,1.996726,1.035246,0.740856,0.732554,1.217287,1.099654,0.93356,1.04855,0.781504,34.970158,-0.277728,5.980076,368.077671,11.310913,4.5625,0.760417,0.760417,18.194701,0.542857,317.741787,11.420997,7.878175,0
3961.035624,61.316245,1909.139619,-0.405325,0.111856,-0.100995,-0.077065,1.265684,0.928907,0.877513,1.165554,0.905015,0.745265,1.026275,0.861006,0.978837,34.968854,-0.309544,6.307656,276.709415,23.242516,4.648956,0.877739,0.899231,15.987813,0.086957,71.017046,12.07622,7.919223,0
3070.224162,40.07421,1163.756121,0.828391,-0.235159,-0.022992,0.226856,1.383922,1.001919,1.534782,0.862744,2.535597,0.620588,0.362117,1.190888,0.862819,15.994919,-0.315002,5.676538,102.346796,11.566659,4.175123,0.820669,0.820669,13.588808,0.333333,58.202888,11.722741,6.798152,0
7336.34349,53.372771,3698.744389,-0.035326,0.109498,-0.082482,-0.002651,1.474556,1.188714,0.784339,1.147365,0.338041,0.4699,0.32528,1.012449,0.848593,31.973075,-0.38182,3.672877,346.008691,264.708004,5.3249,0.904932,0.865873,18.526296,0.368421,709.782713,12.103957,7.509885,0
5923.942591,42.56488,2415.271621,-1.884753,0.001603,-0.120269,-0.079869,1.307591,1.080609,1.103376,0.879712,1.079267,1.090542,0.934693,1.227743,1.099172,18.998409,-0.39275,4.699259,520.111605,19.691441,5.39032,0.898387,0.898387,13.766287,0.257143,147.824061,13.194191,6.816033,0
3535.786169,45.372985,1438.931109,0.274305,-0.069143,0.001895,0.07114,1.457139,1.00952,1.14345,1.137634,2.389119,1.200705,0.991887,0.942813,0.763958,15.99492,-0.343344,5.25394,174.038685,13.422696,4.726144,0.857358,0.865684,11.664722,0.47619,90.566356,11.400417,6.186111,0
4882.056899,91.615437,1555.524084,-0.215393,-0.055913,-0.032608,-0.039921,1.634111,1.079148,0.910269,1.341412,1.584993,1.044679,1.912752,1.169527,0.744376,31.972072,-0.3371,5.716369,186.58477,6.568827,4.6875,0.925,0.9375,21.040618,0.173913,95.035585,11.682238,9.345633,0
8840.289146,51.380176,4063.544099,-0.829094,0.009857,-0.024232,-0.073978,1.469341,0.983403,0.736302,1.073087,0.694118,0.611295,0.543121,1.006335,0.770434,31.974384,-0.303588,6.399344,328.454384,576.400823,5.554159,0.928711,0.912393,19.157103,0.205128,709.782713,12.26328,8.002241,0
4574.041031,65.241545,2356.73393,-0.668467,-0.107976,-0.130639,-0.070113,1.473794,1.077702,0.896565,0.47885,1.206877,0.790099,0.497395,0.77896,1.092466,34.969381,-0.329421,4.886525,185.120956,10.780043,4.675311,0.84643,0.84643,15.889632,0.461538,142.47951,11.667919,7.82854,0
4255.869641,43.350351,1397.976893,-0.548621,0.060678,-0.128275,-0.081595,1.512829,1.051392,1.02296,0.899343,0.717406,0.530166,1.113856,1.020522,0.916402,15.995927,-0.316523,5.642716,212.347416,10.26016,4.721928,0.887259,0.887259,14.975877,0.12,112.083109,11.653374,7.453574,0
4466.458755,33.245738,1881.60125,-0.621579,0.114971,-0.050896,-0.130388,1.606227,1.099902,0.884368,1.281029,1.020431,1.104869,1.584045,1.253676,0.896739,15.994921,-0.34184,5.729098,164.528631,27.413754,4.212654,0.724053,0.716116,10.742736,0.518519,118.514503,12.108135,5.987446,0
1935.693863,13.994381,705.926848,-0.14572,-0.078866,0.08564,-0.053037,1.432389,0.84318,1.093648,0,1.667466,3.320636,0,1.057059,0.258748,14.006086,-0.14495,5.608931,68.866651,400002.039526,3.721928,0.884311,0.861173,13.259815,0,21.70736,10.579768,6.904527,0
3364.869639,51.713538,2541.36969,-0.089312,0.011172,-0.055969,-0.017777,1.285489,0.990025,0.855454,1.202142,0.591825,1.10679,0.906272,0.723652,1.19844,34.969854,-0.414743,4.44193,102.559055,8.535078,4.53891,0.907782,0.907782,20.28116,0.529412,77.987294,10.725446,8.470408,0
6141.44156,46.713308,3106.752269,-0.971248,-0.054742,-0.05323,-0.042979,1.299539,0.856298,0.972013,1.002993,1.09334,0.93471,0.717043,1.139066,1.01979,34.968854,-0.389573,4.821486,519.108632,19.521442,5.326176,0.89107,0.89107,16.625678,0.257143,146.405699,13.274993,7.2094,0
2109.251961,6.813072,839.057847,-0.315121,-0.229339,-0.331767,-0.19854,1.647998,1.364917,1.070296,0,1.679177,0,0,0.782399,0.853527,14.009102,-0.357192,6.588057,71.974076,8.283577,2.948816,0.613397,0.613397,9.210818,0.076923,22.761456,11.581154,5.397718,0
3317.608704,58.237928,1713.741446,-0.36744,-0.219604,-0.025672,-0.067809,1.537837,0.905101,0.959058,1.082847,1.202034,0.759146,1.105293,1.206143,0.816962,34.968853,-0.346627,4.410778,128.597339,7.876268,4.681728,0.967699,0.954113,18.86633,0.315789,68.766186,11.34983,8.701855,0
4714.005465,64.110733,11478.596596,0.124679,0.080182,-0.010354,0.036932,1.565996,0.771162,0.779261,1.49909,0.692312,0.801579,1.22069,0.716933,0.913764,78.919338,-0.301062,6.978583,121.365698,8.102706,4.438588,0.845779,0.845779,27.634946,0.368421,71.103108,11.297862,9.842087,0
3745.582306,53.187129,2270.101155,-0.172713,-0.061021,-0.11804,-0.066399,1.19673,1.014749,0.655148,0.965516,0.815538,1.345728,0.967242,1.216765,0.678389,34.96938,-0.294044,6.628624,142.783264,7.409764,4.631616,0.934887,0.934887,19.673007,0.157895,64.388397,11.38,8.485598,0
3750.158497,60.314117,1261.520062,-0.39853,-0.161268,-0.033096,-0.045079,1.559414,0.920428,1.134717,0.770799,1.051136,0.616936,0.87303,1.0513,1.006156,15.998975,-0.36694,4.998535,157.43663,5.985994,4.331977,0.85877,0.85877,17.938543,0.190476,72.006137,11.927225,8.063682,0
5260.433648,63.619388,2596.808169,-0.123263,-0.021442,-0.089519,-0.026135,1.149014,0.959842,0.837222,1.274807,1.012841,0.732586,1.00778,0.888934,0.886838,34.968854,-0.344228,5.548613,233.276785,11.707578,5.209912,0.875149,0.893196,13.354537,0.387097,168.362741,11.85193,7.108525,0
4346.987437,70.513957,1959.257575,0.722473,0.155217,-0.120508,0.06235,1.640357,1.120218,0.953316,1.231475,1.01724,0.974953,1.319712,0.438083,1.051163,15.998941,-0.386598,4.987849,167.221452,11.468671,3.87853,0.667518,0.673954,13.424746,0.68,126.564002,11.687626,6.503788,0
2068.054648,33.123816,884.960489,0.119704,0.084188,0.046577,0.022545,1.333109,0.812101,1.181604,0.658999,1.111041,1.155451,0.879808,1.467173,0.860135,15.998705,-0.415913,4.481651,55.660191,7.152941,4.142915,0.896629,0.915852,15.756987,0.5,32.123685,10.853232,7.351039,0
5415.433529,44.531066,2044.291718,-0.520385,-0.091333,-0.072193,-0.045523,1.579927,1.025855,0.866676,0.906628,0.354001,0.493656,0.852384,0.960661,0.977488,19.000608,-0.34999,4.118425,282.184839,11.69265,4.892464,0.835179,0.835179,12.266236,0.242424,193.990428,11.888474,7.003829,0
4572.113391,61.492075,1961.257485,-0.093384,0.088456,-0.13303,-0.029426,1.503065,1.146413,0.927043,1.382711,1.057566,1.269325,0.934988,0.854685,0.815695,31.972072,-0.340348,5.933028,259.645148,7.628645,4.689704,0.869701,0.869701,15.480492,0.12,90.221309,11.990928,7.431925,0
3774.551407,34.850857,1567.131878,-0.089064,0.01466,-0.102015,-0.015105,1.424185,1.101105,0.937622,0.96082,0.726569,0.904784,0.848299,1.019052,1.035852,15.998265,-0.410242,4.78864,162.576076,9.710576,5.096934,0.917608,0.917608,11.581853,0.478261,117.173816,11.223976,6.365713,0
5590.282482,49.920028,2494.930028,-0.946471,-0.259378,0.002968,-0.085576,1.488132,1.064755,0.807247,1.278355,1.002099,0.847725,1.456047,1.133024,0.946506,31.972072,-0.347934,5.214598,190.627847,10.062723,5.118427,0.8979,0.8979,18.205244,0.461538,127.26945,11.877909,7.099466,0
4141.256898,30.320244,1541.963542,-0.205896,-0.024123,0.005696,-0.030931,1.287156,0.967241,1.065526,0.893089,0.767609,0.645092,0.935721,1.224767,1.078423,15.998265,-0.399165,4.764879,314.327052,48.93225,5.155549,0.92816,0.92816,9.830767,0.115385,95.037975,12.54777,6.556971,0
2574.326111,49.909436,1663.859955,-0.755953,0.261335,-0.10161,-0.127381,1.573945,0.981644,0.592136,2.24415,0.845399,1.635032,1.988409,1.114351,0.861983,34.96938,-0.331951,4.042486,66.188091,4.848149,4.315824,0.918175,0.918175,20.287611,0.5,47.147695,10.703267,8.194448,0
1685.834058,30.063078,715.520779,-0.185701,-0.04148,-0.065548,-0.143998,1.346909,1.028531,0.855468,1.026056,0.806911,1.510456,0.520951,1.058694,0.950298,14.014351,-0.322412,5.0188,44.388019,4.152791,4.061482,0.910762,0.910762,11.253024,0.4,27.56161,9.817439,6.186366,0
3475.731169,44.19613,1384.615734,0.278982,-0.155334,-0.131835,0.08838,1.24301,1.146365,1.06147,0.962085,2.410867,0.644812,0.41911,0.996295,0.742931,15.99492,-0.366837,5.611245,133.200557,7.68619,4.547789,0.824199,0.838107,10.583048,0.428571,85.706303,11.322455,6.259953,0
2731.235465,55.942844,800.247049,-0.524514,-0.090533,-0.14966,-0.16289,1.240994,0.995814,1.106513,1.29386,1.022634,0.709804,2.072518,1.193475,1.066161,15.994919,-0.2739,4.543665,101.493857,7.409589,4.453661,0.959044,0.959044,14.745188,0.117647,54.923218,11.297117,8.442982,0
4027.708685,74.769765,1294.640326,-0.771543,-0.102679,-0.02816,-0.092351,1.238413,0.938011,0.97967,1.367732,1.391125,1.368936,1.570428,0.956342,0.973244,15.999295,-0.299634,4.656091,207.027469,5.838148,4.964904,0.946069,0.946069,12.001954,0.24,98.199736,11.945182,8.081501,0
2958.093977,40.019987,2160.208497,-0.29738,-0.054903,-0.1351,-0.048849,1.533366,0.766045,0.864608,0.622605,1.791999,0.629942,0.682311,0.730779,0.840672,34.968853,-0.30652,2.729996,87.375498,8.166943,4.130343,0.785494,0.776099,16.811363,0.588235,709.782713,11.068558,6.778348,0
3729.962126,36.028908,1500.89629,-0.401284,-0.01202,-0.051075,-0.059108,1.245778,1.055042,1.075282,0.853973,1.059071,1.237283,0.894902,1.176162,1.085682,15.995925,-0.378494,5.72675,173.11604,6.184181,4.606937,0.843849,0.843849,12.92978,0.227273,82.646683,11.835625,6.276904,0
6905.521325,47.432819,2670.122867,-0.867397,-0.042389,-0.040613,-0.033329,1.372584,1.018238,1.065931,0.927853,1.047144,0.975944,0.845699,1.141779,1.075274,18.99841,-0.38958,3.916699,633.931462,27.859629,5.526301,0.898623,0.898623,13.77611,0.219512,196.934359,13.369138,7.073756,0
6115.811148,48.770817,2448.063126,-1.878638,-0.031136,-0.08364,-0.068214,1.310107,1.024458,1.099077,0.835377,1.054958,0.980919,0.838357,1.219293,1.101528,18.999414,-0.390023,4.69921,536.923645,20.188486,5.389365,0.905137,0.905137,15.122446,0.277778,152.40762,13.320813,7.293565,0
6790.90752,55.807142,3406.427493,-0.434125,0.02527,-0.037653,-0.020228,1.400735,0.983466,1.062285,0.992823,0.972659,1.197659,0.982355,1.087806,1.12504,34.968854,-0.392565,4.242704,517.749283,7.868615,5.617572,0.894271,0.907549,15.016913,0.384615,202.566105,13.09515,7.126339,0
3499.380828,44.163416,1563.212379,-0.78109,0.060804,-0.165233,-0.116049,1.503764,1.214785,1.161093,0.954988,1.530327,1.115604,0.555383,1.066009,0.948022,15.996928,-0.344266,4.065901,121.764989,6.71824,4.413424,0.7905,0.803631,12.715013,0.65,90.463547,11.329712,6.204077,0
5698.250062,64.479523,2512.332799,0.790175,-0.025371,0.122749,0.113744,1.395585,0.718082,1.168282,1.269012,1.110449,1.147353,1.236814,1.066988,1.043663,34.969381,-0.39001,4.869034,308.339112,14.0832,5.449526,0.944809,0.951397,17.335489,0.333333,183.824427,12.125681,7.965324,0
3495.590756,66.227004,1119.813751,-1.731563,-0.197896,-0.121578,-0.151036,1.666842,0.914688,1.286565,1.224126,1.321689,0.497384,1.043395,1.083092,0.632538,19.001257,-0.274477,3.501526,122.689988,7.645274,4.324863,0.914493,0.899635,21.534414,0.4,83.589537,11.434304,9.645058,0
3553.514405,35.768521,2191.425339,-0.10206,-0.134165,-0.070823,-0.034399,1.340235,0.987197,0.750476,0.84448,0.764522,0.52207,0.726432,0.90338,0.99092,34.968853,-0.34189,6.169199,100.958853,8.10803,4.313641,0.785462,0.785462,12.804,0.5,72.807881,11.858195,6.203897,0
6737.905495,57.383811,3173.625076,-0.101133,0.01318,0.039347,-0.00353,1.333702,0.766835,1.217642,1.086051,0.969026,0.958083,1.06125,1.039241,1.20773,31.972073,-0.389553,4.473619,482.417626,8.743523,5.575913,0.925867,0.925867,18.28193,0.378378,173.614266,13.211222,7.695145,0
4388.488737,241.34167,14177.776065,-0.299793,0.249286,-0.021761,-0.083107,1.274243,0.433158,0.507503,3.249884,0.523182,0.797863,1.244306,1.40684,0.563392,126.904578,-0.33075,6.713822,72.444922,5.230656,4.058814,0.973354,0.973354,54.655937,0.357143,49.037538,10.798738,19.990958,0
5286.524035,131.97529,2780.853953,-1.317544,-0.028258,-0.167773,-0.159608,1.363329,1.035793,0.983768,1.822925,0.929176,1.008879,1.404074,1.02773,0.956129,34.97106,-0.273934,4.343375,213.189684,12.547346,5.014997,0.977719,0.977719,25.985696,0.214286,134.356438,12.009029,11.599403,0
5989.632432,52.45081,2000.083881,-1.324637,-0.022769,-0.067442,-0.12642,1.636327,1.013253,0.949264,0.992857,0.663973,0.793577,0.645581,0.892886,0.947752,18.998408,-0.275257,4.049876,387.440544,9.313707,5.293331,0.907497,0.907497,15.199291,0.194444,201.738189,12.277486,7.582586,0
2738.323695,66.998564,993.725657,0.959757,0.064952,0.054553,0.131124,1.533281,0.89852,1.157837,1.044081,1.362286,0.78008,0.946952,1.228598,0.819609,15.999292,-0.419827,3.697449,77.556022,6.13369,4.403856,0.948319,0.948319,19.393212,0.533333,56.039084,10.857594,8.562808,0
2384.816302,48.068055,1021.702341,-0.19231,-0.287651,0.106563,-0.032666,1.528025,0.853412,1.129043,1.173658,1.656075,0.513512,0.921678,0.891054,0.745498,15.998705,-0.386802,4.646482,71.087678,9.060193,4.280395,0.905243,0.890385,12.380754,0.5,52.151858,10.527954,6.931939,0
2145.280929,23.772172,980.201585,0.195962,-0.261456,0.01387,0.075101,1.445297,1.005281,1.499508,0.926335,2.63105,0.156126,0.156126,1.127946,1.038158,15.997944,-0.385878,5.848098,61.678189,384617.549128,3.243888,0.641753,0.654776,9.37545,0.538462,37.161559,10.961712,5.746315,0
2107.227092,40.272615,471.626256,-0.418777,-0.240294,-0.047945,-0.170899,1.522983,0.890973,2.233748,0,2.087639,1.183147,0,1.559709,0.943994,15.994919,-0.294703,4.683245,70.350597,9.801059,3.773557,0.965872,0.965872,18.184981,0.083333,25.67677,11.038641,10.136311,0
6024.023037,150.840219,1993.591535,-2.526526,0.107321,-0.151827,-0.166181,1.835377,1.055603,0.773065,1.34808,0.919165,1.281932,1.617828,1.149714,0.973361,31.973073,-0.27344,4.20018,158.990442,15.859321,4.351823,0.905243,0.905243,33.220744,0.285714,72.331378,12.078188,11.821101,0
4362.331515,63.116485,2263.997342,-1.308606,0.084379,-0.141985,-0.154816,1.333864,1.042025,0.759082,0.764227,1.121614,0.872096,0.613058,1.223527,0.823551,34.96938,-0.280337,5.155175,110.204154,6.815179,4.349192,0.895267,0.895267,25.871849,0.166667,58.094879,11.654729,9.414574,0
3889.414031,46.800731,2181.167883,0.092442,-0.054105,-0.108635,0.019894,1.231752,0.977995,0.987656,0.988103,1.213094,1.111673,0.897152,0.975245,0.863596,34.968854,-0.343921,5.621582,148.183539,18.487507,4.943593,0.902477,0.911049,15.007754,0.454545,103.039142,11.05859,7.049744,0
3291.207631,39.911918,1529.600739,1.173164,0.033124,0.050423,0.140848,1.432178,0.900355,1.156087,0.975181,1.431229,1.554561,0.896887,0.973587,0.949308,15.996928,-0.394495,3.596743,94.498959,51.852669,3.748009,0.813108,0.690716,13.967736,0.315789,709.782713,11.243908,6.236714,0
7670.270007,291.634391,38473.492652,-1.636774,0.035244,-0.09491,-0.237724,1.443939,1.020491,1.551131,1.198756,0.798013,1.006975,0.244202,0.844374,1.456079,126.906473,-0.385105,4.257244,149.968854,7.619823,4.840224,0.972827,0.986414,55.038716,0.409091,97.775225,11.531698,20.72545,0
4775.544573,51.69601,2489.524046,0.140003,-0.023194,0.015825,0.015968,1.379742,0.611303,0.755819,0.771564,0.996108,1.374413,0.941465,0.893015,1.151227,34.968854,-0.348906,2.729996,376.832839,18.495979,5.067433,0.893345,0.893345,16.219364,0.172414,709.782713,12.759725,7.297264,0
4325.319593,31.971279,2436.183269,0.357672,-0.048857,-0.075537,0.086232,1.509888,1.339471,0.820018,0.876519,1.156153,0.834082,0.883729,0.906397,0.87694,31.972072,-0.410236,5.129484,163.520808,11.594974,4.880894,0.839214,0.833204,13.058209,0.73913,143.30607,11.069244,5.814551,0
5294.053563,58.300105,2824.908476,-0.035989,0.207388,-0.043654,-0.00301,1.743238,0.762121,0.746734,0.811976,1.566534,1.780111,1.330901,0.938307,0.741271,34.968854,-0.301045,2.729993,255.408233,11.993064,4.690464,0.79481,0.800696,17.759485,0.354839,709.782713,11.420053,7.468566,0
5108.739167,25.139616,2252.897118,-0.315735,-0.077703,-0.091032,-0.044682,1.364366,1.146556,0.992587,1.000072,0.69357,0.523203,0.428791,1.096604,1.023601,15.995928,-0.392294,5.248328,307.515697,13.611838,5.461588,0.885419,0.882349,9.086712,0.387097,174.357753,12.217364,5.484029,0
5378.537811,85.062304,3745.96145,-0.634396,-0.013674,-0.14023,-0.121329,1.205585,1.106112,0.977935,0.745032,0.728902,0.899496,0.834346,1.166489,1.197577,34.97106,-0.250959,6.123657,185.8899,9.577997,4.97771,0.922379,0.941785,24.076559,0.346154,121.447574,11.571789,10.153901,0
