@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithoutNans50-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute ATSC2i numeric
@attribute MATS3m numeric
@attribute MATS3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS5e numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute EE_Dt numeric
@attribute IC5 numeric
@attribute SIC4 numeric
@attribute SIC5 numeric
@attribute MIC0 numeric
@attribute MPC9 numeric
@attribute TSRW numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
0.008303,0.237252,0.595744,0.502554,0.571278,0.561045,0.298449,0.352055,0.374379,0.321497,0.01765,0.583451,0.107842,0.521033,0.851078,0.851078,0.11488,0.0103,0.38614,0.110597,0,0
0.01343,0.268714,0.616318,0.51039,0.742239,0.685344,0.166145,0.307845,0.302232,0.42525,0.159149,0.584425,0.137825,0.540209,0.925998,0.925998,0.224476,0.012172,0.409805,0.200298,0,0
0.019613,0.180954,0.533836,0.506569,0.478689,0.600051,0.216768,0.206604,0.250654,0.417257,0.017668,0.528935,0.547421,0.68312,0.849109,0.874074,0.050842,0.135768,0.620805,0.094416,0,0
0.167403,0.228739,0.614446,0.511985,0.226445,0.614224,0.219227,0.217675,0.258447,0.551867,0.999956,0.709652,0.062571,0.428779,0.789566,0.819628,0.544598,0.002809,0.241444,0.412844,0,0
0.039166,0.278629,0.446257,0.798195,0.695725,0.378143,0.187911,0.290076,0.240586,0.327118,0.185703,0.502729,0.282796,0.601086,0.701547,0.749277,0.19492,0.025749,0.459982,0.151391,0,0
0.017608,0.233212,0.505454,0.454013,0.530234,0.578278,0.210155,0.351836,0.118022,0.405069,0.185692,0.761582,0.092122,0.42888,0.669714,0.669714,0.156162,0.004213,0.34854,0.119397,0,0
0.501887,0.284681,0.581935,0.642417,0.690107,0.439957,0.448529,0.222474,0.275764,0.529603,0.999973,0.550182,0.337076,0.612774,0.778232,0.787102,0.671356,0.04588,0.547381,0.499342,0,0
0.012706,0.239656,0.555189,0.545519,0.601406,0.504388,0.211574,0.400277,0.204748,0.373833,0.017687,0.571362,0.263044,0.610806,0.882451,0.895878,0.11533,0.021067,0.454326,0.176662,0,0
0.014562,0.168608,0.509693,0.502897,0.464983,0.584297,0.257902,0.380192,0.240498,0.278648,0.017705,0.6229,0.265227,0.581184,0.823477,0.823477,0.111246,0.054307,0.599937,0.138786,0,0
0.006363,0.288518,0.507285,0.515346,0.735075,0.566506,0.481104,0.335859,0.528306,0.259052,0.017693,0.40211,0.096676,0.459847,0.84969,0.879753,0.172588,0.004682,0.383737,0.213514,0,0
0.006889,0.242145,0.533654,0.577843,0.506168,0.545702,0.249339,0.357066,0.163719,0.41264,0.000046,0.888139,0.159486,0.551403,0.884778,0.903981,0.039532,0.022004,0.411106,0.097133,0,0
0.007419,0.217189,0.630987,0.374136,0.26672,0.654082,0.26134,0.467441,0.372067,0.308424,0.000063,0.705401,0.098684,0.484525,0.79965,0.79965,0.085053,0.005618,0.259936,0.117083,0,0
0.019891,0.273739,0.464614,0.570144,0.6972,0.510908,0.289964,0.372059,0.313313,0.375395,0.159149,0.616071,0.297133,0.629493,0.929972,0.916949,0.226786,0.043539,0.578682,0.211487,0,0
0.014424,0.233928,0.587565,0.350868,0.541533,0.684001,0.377441,0.297278,0.192089,0.404513,0.01765,0.525466,0.20493,0.595274,0.760797,0.802603,0.028794,0.010768,0.430936,0.073539,0,0
0.023738,0.219614,0.557123,0.530571,0.470953,0.544692,0.268784,0.300511,0.193694,0.32794,0.185692,0.805846,0.241577,0.575674,0.783083,0.772631,0.107985,0.030431,0.500326,0.118423,0,0
0.007159,0.238351,0.528035,0.46432,0.582747,0.580209,0.241721,0.447277,0.53045,0.282652,0.01765,0.540908,0.054534,0.397087,0.706915,0.657144,0.093553,0,0.317579,0.068144,0,0
0.017876,0.233086,0.5991,0.507108,0.541881,0.500199,0.299689,0.271393,0.289184,0.37585,0.185692,0.826968,0.3779,0.554366,0.819708,0.851401,0.141731,0.080056,0.507184,0.173576,0,0
0.008965,0.286592,0.548346,0.590462,0.918846,0.544227,0.22183,0.760366,0.102037,0.331302,0.017642,0.744238,0.127432,0.473401,0.73555,0.73555,0.098027,0.013109,0.453389,0.115014,0,0
0.023926,0.168923,0.584517,0.486512,0.538403,0.59168,0.226193,0.323647,0.263378,0.422055,0.044243,0.616132,0.727542,0.681043,0.850156,0.850156,0.10126,0.233146,0.705211,0.115948,0,0
0.012255,0.262561,0.608207,0.617056,0.725705,0.548811,0.29251,0.716441,0.279494,0.293341,0.017642,0.688842,0.230416,0.567555,0.789653,0.801931,0.062975,0.02809,0.41471,0.083043,0,0
0.013649,0.241323,0.486226,0.580186,0.587952,0.590798,0.344906,0.475302,0.538976,0.285822,0.159149,0.749459,0.248438,0.560952,0.889401,0.907834,0.23378,0.03324,0.481945,0.248087,0,0
0.043629,0.214707,0.562954,0.589137,0.54571,0.533061,0.275914,0.20815,0.153041,0.295828,0.15917,0.838987,0.452231,0.709038,0.894874,0.87081,0.199467,0.086142,0.593007,0.177912,0.04166,0
0.023226,0.221673,0.51369,0.475431,0.550504,0.589927,0.123123,0.361914,0.140156,0.41948,0.185696,0.640679,0.246335,0.558869,0.773538,0.773538,0.139942,0.02809,0.486916,0.168839,0,0
0.011765,0.226871,0.649729,0.477957,0.536262,0.574061,0.231241,0.215133,0.313863,0.351876,0.01765,0.739804,0.285445,0.566834,0.833746,0.833746,0.123296,0.04073,0.475129,0.149252,0,0
0.017546,0.223707,0.606638,0.560644,0.475742,0.603314,0.32938,0.306003,0.446353,0.344326,0.017642,0.751128,0.216755,0.479814,0.593075,0.58137,0.046178,0.022472,0.546621,0.072665,0,0
0.003493,0.244345,0.492886,0.706546,0.571684,0.448503,0,0.500034,0,0.099353,0.000027,0.735376,0.079339,0.395964,0.829399,0.795279,0.092033,0.005618,0.259607,0.120571,0,0
0.025433,0.246791,0.56837,0.555223,0.615418,0.537055,0.309097,0.177474,0.25537,0.460172,0.1857,0.5824,0.127737,0.535562,0.864011,0.864011,0.219945,0.007491,0.323328,0.202368,0,0
0.032192,0.208542,0.538165,0.55815,0.584159,0.456413,0.257891,0.327867,0.202049,0.391575,0.185692,0.632154,0.726101,0.670082,0.839366,0.839366,0.153351,0.228933,0.721048,0.136497,0,0
0.010269,0.280098,0.43176,0.649183,0.77006,0.520293,0.23131,0.332011,0.251581,0.358428,0.017671,0.574051,0.061711,0.371135,0.559947,0.530368,0.091142,0.001873,0.184757,0.040582,0,0
0.005084,0.236998,0.505437,0.260506,0.39121,0.763126,0,0.503546,0,0.327734,0.000053,0.863724,0.083802,0.263862,0.429896,0.429896,0.018271,0,0.455954,0.041859,0,0
0.132268,0.256072,0.54967,0.603967,0.683276,0.405074,0.385448,0.207608,0.343967,0.350863,0.574956,0.914916,0.154752,0.51842,0.772578,0.772578,0.353913,0.014981,0.412825,0.274021,0,0
0.022191,0.243174,0.579171,0.488894,0.55511,0.551964,0.248255,0.244561,0.27255,0.260485,0.185696,0.869042,0.185518,0.551403,0.903981,0.903981,0.208866,0.024813,0.421238,0.203162,0,0
0.010134,0.23338,0.678929,0.579665,0.581554,0.495086,0.198189,0.315211,0.246003,0.38634,0.017677,0.655362,0.206567,0.500203,0.791735,0.791735,0.177268,0.036049,0.495888,0.181122,0,0
0.018475,0.281998,0.637884,0.486257,0.714803,0.615565,0.316639,0.305046,0.371869,0.403621,0.017677,0.653961,0.220623,0.422722,0.509705,0.519196,0.095038,0.02809,0.490052,0.099637,0,0
0.005633,0.255856,0.534725,0.664803,0.665431,0.429761,0.169443,0.333175,0.247913,0.330271,0.017675,0.587607,0.060368,0.467898,0.847564,0.875911,0.137526,0.000468,0.328766,0.143895,0,0
0.019491,0.228095,0.45257,0.537886,0.581003,0.558661,0.233114,0.106157,0.240185,0.375332,0.044263,0.539993,0.385765,0.595974,0.756947,0.756947,0.073933,0.054307,0.517914,0.125758,0,0
0.018499,0.246614,0.598612,0.472876,0.600969,0.631361,0.355525,0.317139,0.263461,0.313207,0.159149,0.77786,0.353388,0.561328,0.807855,0.807855,0.132489,0.075843,0.502354,0.148121,0,0
0.013787,0.246802,0.455184,0.506018,0.618732,0.604039,0.247048,0.217881,0.239034,0.397742,0.017671,0.627848,0.21395,0.630912,0.878501,0.878501,0.061465,0.014981,0.41291,0.092425,0,0
0.024878,0.209616,0.537988,0.618203,0.531324,0.582119,0.328693,0.300506,0.410286,0.363435,0.159149,0.683685,0.254246,0.634584,0.849438,0.849438,0.182127,0.025749,0.510538,0.130754,0,0
0.013486,0.241735,0.538834,0.621118,0.599102,0.523315,0.229632,0.230188,0.263668,0.414088,0.017671,0.624733,0.431937,0.640927,0.894061,0.894061,0.029565,0.109551,0.603838,0.102416,0,0
0.014944,0.217879,0.523263,0.506451,0.479472,0.532001,0.577019,0.253515,0.560295,0.330981,0.185696,0.530039,0.075491,0.497443,0.879337,0.879337,0.220062,0.001873,0.3041,0.187953,0,0
0.003607,0.242611,0.520394,0.544987,0.458861,0.560275,0.263821,0.241974,0.146794,0.364891,0.0001,0.658019,0.044176,0.453984,0.868405,0.868405,0.055475,0.000936,0.160556,0.083056,0,0
0.011605,0.262764,0.649695,0.474153,0.747089,0.631332,0.247373,0.722962,0.118097,0.285268,0.017642,0.735679,0.171753,0.537079,0.740755,0.761264,0.043269,0.017322,0.406236,0.0869,0,0
0.00462,0.227916,0.528525,0.455105,0.435429,0.540546,0.332679,0.306664,0.583995,0.40938,0.017642,0.595736,0.126207,0.520995,0.939604,0.939604,0.119093,0.012172,0.399797,0.200935,0,0
0.01053,0.217203,0.493448,0.584939,0.522921,0.505689,0.351673,0.417166,0.442516,0.373702,0.01768,0.610473,0.277804,0.608352,0.920471,0.920471,0.069118,0.046348,0.504287,0.182053,0,0
0.020877,0.237767,0.620917,0.470664,0.576878,0.401988,0.160085,0.537378,0.192262,0.322798,0.185692,0.357992,0.105926,0.46575,0.683679,0.669824,0.156734,0.006554,0.373444,0.11398,0.002724,0
0.012995,0.233261,0.53482,0.560453,0.564153,0.576262,0.219575,0.317591,0.252166,0.416876,0.01765,0.75082,0.229091,0.547186,0.769732,0.769732,0.086021,0.037921,0.483161,0.087786,0,0
0.026972,0.213046,0.51085,0.571632,0.596128,0.554068,0.238571,0.314014,0.238301,0.412879,0.044243,0.51355,0.891041,0.704278,0.850504,0.850504,0.101439,0.296816,0.737941,0.129411,0,0
0.024318,0.169188,0.542273,0.525654,0.552859,0.557819,0.214793,0.316357,0.236233,0.42296,0.044252,0.616125,0.751692,0.680879,0.86011,0.86011,0.125966,0.246255,0.728129,0.140893,0,0
0.035774,0.231837,0.589185,0.574795,0.612378,0.533099,0.255276,0.291678,0.276808,0.431988,0.185692,0.556284,0.724148,0.719873,0.844087,0.863667,0.124043,0.198502,0.692577,0.132158,0,0
0.01374,0.216789,0.647934,0.438464,0.493527,0.672592,0.245548,0.458909,0.156496,0.364017,0.017659,0.533108,0.155326,0.51412,0.691061,0.710424,0.082108,0.012172,0.405709,0.083981,0,0
0.025086,0.284934,0.581156,0.7462,0.778549,0.373065,0.32629,0.332998,0.34851,0.400741,0.185696,0.638387,0.423335,0.691159,0.918613,0.928328,0.166282,0.064139,0.546169,0.175984,0,0
0.00844,0.175567,0.731905,0.485113,0.450132,0.491624,0.314749,0.396343,0.294008,0.242879,0.044268,0.459127,0.156655,0.498988,0.873907,0.851997,0.242776,0.01779,0.441901,0.263729,0,0
0.02125,0.246238,0.618185,0.53935,0.594801,0.535349,0.217134,0.229262,0.204694,0.380489,0.185692,0.808818,0.125438,0.49707,0.683632,0.683632,0.08373,0.008427,0.505607,0.083972,0,0
0.032991,0.246278,0.547406,0.657077,0.633089,0.402464,0.279247,0.290588,0.29904,0.463739,0.159149,0.586554,0.673395,0.712755,0.89068,0.89068,0.183524,0.199906,0.711494,0.161871,0,0
0.018963,0.193215,0.609199,0.542963,0.480664,0.551062,0.255285,0.19911,0.181912,0.363914,0.044243,0.531008,0.536963,0.66447,0.86359,0.86359,0.127366,0.101124,0.576053,0.155991,0,0
0.006933,0.292289,0.534467,0.673326,0.800106,0.481874,0.268456,0.408518,0.266833,0.31471,0.01768,0.48481,0.091821,0.512485,0.923789,0.923789,0.203769,0.00515,0.318961,0.207195,0,0
0.007267,0.242324,0.499632,0.728904,0.596951,0.454673,0.301773,0.496618,0.259711,0.286253,0.017675,0.609213,0.082529,0.491389,0.860267,0.838356,0.076019,0.003745,0.278953,0.122003,0,0
0.006771,0.259163,0.556802,0.629852,0.730618,0.546254,0.238181,0.78899,0.043993,0.398628,0.017668,0.766727,0.069013,0.314281,0.471711,0.490915,0.02127,0,0.345841,0.060069,0,0
0.018885,0.14109,0.851605,0.452789,0.431347,0.5766,0.346621,0.275636,0.455872,0.373747,0.159158,0.55071,0.208799,0.503594,0.860267,0.860267,0.455672,0.031367,0.53465,0.377399,0,0
0.022118,0.19391,0.529115,0.463307,0.445443,0.568412,0.196499,0.336346,0.172748,0.316224,0.185696,0.675895,0.138719,0.503145,0.845555,0.845555,0.321793,0.012172,0.462661,0.251689,0,0
0.021127,0.254674,0.502422,0.498944,0.662143,0.5298,0.254063,0.363778,0.2528,0.3316,0.185692,0.737034,0.193276,0.60471,0.856188,0.868828,0.123876,0.015918,0.379122,0.128157,0,0
0.013339,0.301544,0.490435,0.668913,0.812167,0.482981,0.25074,0.429192,0.252725,0.364511,0.017659,0.471609,0.116159,0.40042,0.7244,0.543914,0.10493,0.0103,0.395303,0.085686,0.009614,0
0.024813,0.256736,0.601208,0.631942,0.657273,0.308674,0.198386,0.298709,0.265286,0.442043,0.185692,0.357992,0.521725,0.625871,0.842721,0.842721,0.145949,0.167603,0.624077,0.141086,0.004006,0
0.028823,0.249104,0.499307,0.568383,0.633734,0.399622,0.208777,0.469767,0.375022,0.28463,0.185692,0.357991,0.347301,0.561458,0.697417,0.706096,0.174006,0.029494,0.453135,0.150035,0.004647,0
0.015131,0.207464,0.507046,0.494997,0.444932,0.633184,0.287597,0.336889,0.516286,0.357956,0.159149,0.749746,0.139789,0.510009,0.851078,0.831874,0.247345,0.014045,0.447145,0.209926,0,0
0.02043,0.219375,0.532259,0.654432,0.553665,0.521715,0.476897,0.430631,0.499672,0.291277,0.159149,0.602141,0.202831,0.556263,0.81277,0.799747,0.198083,0.016854,0.453135,0.163013,0,0
0.927261,0.151089,0.782082,0.5706,0.457607,0.516686,0.277493,0.194958,0.312324,0.491999,1,0.549916,0.612331,0.68944,0.899137,0.862234,0.898907,0.055243,0.641941,0.795309,0,0
0.036008,0.157941,0.57033,0.646968,0.336738,0.363321,0.401431,0.341519,0.583488,0.389164,0.185711,0.94936,0.137227,0.508201,0.824716,0.868536,0.556122,0.003745,0.493571,0.466783,0,0
0.15983,0.23949,0.86162,0.583966,0.614665,0.0935,0.056446,0.346566,0.274921,0.282172,0.574956,0.458796,0.682365,0.514269,0.49933,0.518478,0.250668,0.028558,0.55416,0.156809,0.012979,0
0.019796,0.215854,0.414311,0.58795,0.564232,0.53809,0.287926,0.282975,0.335848,0.382692,0.017687,0.489381,0.26316,0.632954,0.831707,0.806036,0.062471,0.018727,0.412069,0.073534,0,0
0.021221,0.313613,0.420179,0.645208,0.762368,0.500414,0.269863,0.389334,0.335203,0.375277,0.017687,0.572329,0.301003,0.700961,0.891818,0.90014,0.117573,0.029963,0.480252,0.112696,0,0
0.02178,0.259129,0.589763,0.578706,0.66135,0.491354,0.288667,0.402836,0.371552,0.253971,0.185696,0.668182,0.392675,0.596718,0.848033,0.848033,0.232097,0.074906,0.55013,0.22066,0,0
0.009422,0.266142,0.561962,0.769101,0.709604,0.443693,0.283224,0.313034,0.36602,0.383545,0.017675,0.641483,0.097497,0.454871,0.71418,0.71418,0.106175,0.003745,0.36765,0.113086,0,0
0.014786,0.231137,0.580431,0.553805,0.565166,0.521424,0.253578,0.329936,0.309352,0.43464,0.017659,0.665583,0.355623,0.5977,0.797818,0.819821,0.123259,0.036049,0.4831,0.169256,0,0
0.020717,0.285515,0.533342,0.670539,0.822022,0.289699,0.567912,0.273958,0.567403,0.417389,0.185703,0.628832,0.074252,0.438181,0.875911,0.819217,0.310633,0.001873,0.332003,0.289086,0,0
0.019386,0.290796,0.719562,0.549437,0.751628,0.558934,0.288619,0.370993,0.313746,0.337298,0.017687,0.658066,0.323709,0.612632,0.754963,0.792439,0.110134,0.029963,0.481938,0.122013,0,0
0.003766,0.191146,0.474804,0.18141,0.182997,0.752131,0.128943,0.238178,0.093505,0.430714,0.017671,0.550574,0.050136,0.423689,0.884761,0.85064,0.127508,0,0.232867,0.154454,0,0
0.030335,0.220229,0.605837,0.639595,0.551988,0.561382,0.355751,0.182252,0.455008,0.503342,0.159167,0.73483,0.180172,0.541192,0.839744,0.839744,0.31419,0.024813,0.519068,0.243506,0,0
0.0142,0.239873,0.621401,0.496067,0.445317,0.572322,0.613185,0.114447,0.681203,0.329094,0.159149,0.841796,0.11768,0.521033,0.851078,0.851078,0.133546,0.010768,0.353246,0.130788,0,0
0.01724,0.209697,0.574423,0.474074,0.529392,0.631349,0.257082,0.374748,0.234296,0.384189,0.017659,0.655444,0.456453,0.659956,0.853698,0.862768,0.040858,0.117041,0.618184,0.069809,0,0
0.034327,0.254577,0.536904,0.603563,0.651324,0.257158,0.136643,0.242171,0.207035,0.296183,0.1857,0.357861,0.431368,0.560528,0.737321,0.737321,0.195401,0.056648,0.483146,0.157853,0.007851,0
0.03369,0.23034,0.776161,0.49352,0.56585,0.726826,0.255688,0.174679,0.317049,0.330722,0.159158,0.764017,0.536082,0.620468,0.790858,0.782536,0.185048,0.095974,0.577413,0.148352,0,0
0.012652,0.313063,0.627221,0.65738,0.885164,0.510138,0.243228,0.418092,0.254097,0.403189,0.017675,0.649457,0.169036,0.524308,0.660779,0.756543,0.109699,0.019195,0.422949,0.09901,0,0
0.014539,0.283166,0.572324,0.562214,0.728151,0.551987,0.256062,0.236726,0.332692,0.365958,0.017675,0.646713,0.410479,0.623492,0.859675,0.859675,0.047814,0.10206,0.606196,0.088762,0,0
0.016007,0.221669,0.583351,0.483363,0.527003,0.641367,0.257815,0.237374,0.287036,0.385806,0.01765,0.654483,0.434115,0.653835,0.859644,0.859644,0.025424,0.108146,0.605159,0.060252,0,0
0.003161,0.218217,0.505719,0.423536,0.442525,0.535855,0.688237,0.556658,0.899159,0.255259,0.017675,0.542194,0.049138,0.453528,0.960706,0.960706,0.160675,0,0.290899,0.204038,0,0
0.011598,0.19645,0.496203,0.565464,0.506056,0.488988,0.343789,0.363463,0.386548,0.376358,0.017694,0.488566,0.325009,0.623414,0.939354,0.925498,0.125298,0.060393,0.531243,0.219692,0,0
0.013535,0.235163,0.728591,0.252803,0.449669,0.819768,0.244427,0.221412,0.225515,0.383594,0.000055,0.839797,0.125606,0.305084,0.317258,0.335396,0.014128,0.004213,0.292578,0.000845,0,0
0.014194,0.243425,0.583358,0.557915,0.606478,0.56579,0.239335,0.182617,0.306803,0.37338,0.017671,0.639216,0.433023,0.644376,0.884707,0.884707,0.02879,0.109082,0.598917,0.090584,0,0
0.016204,0.220189,0.514192,0.600651,0.461269,0.567126,0.299686,0.334827,0.371514,0.403052,0.017642,0.738926,0.208611,0.537597,0.691466,0.691466,0.065306,0.020599,0.513556,0.088055,0,0
0.007647,0.245685,0.514277,0.703618,0.585821,0.499957,0.206505,0.564273,0.087531,0.432048,0.017642,0.694602,0.087633,0.5275,0.850096,0.850096,0.060176,0.003277,0.340725,0.091491,0,0
0.497579,0.187464,0.57179,0.620215,0.532372,0.42951,0.394415,0.25206,0.282399,0.476095,0.999974,0.569028,0.364316,0.664168,0.90384,0.881276,0.689258,0.052903,0.586791,0.523,0,0
0.016768,0.185706,0.532689,0.412825,0.271159,0.597835,0.129178,0.487161,0.068555,0.328686,0.185696,0.855196,0.127349,0.455551,0.892007,0.892007,0.407751,0.013577,0.434287,0.331999,0,0
0.014846,0.234727,0.555908,0.518226,0.574308,0.603145,0.23147,0.172531,0.386833,0.389647,0.017671,0.620478,0.432075,0.643778,0.869965,0.869965,0.027814,0.110487,0.607685,0.079681,0,0
0.02172,0.247778,0.907363,0.642657,0.63098,0.515495,0.24385,0.169008,0.309386,0.399989,0.159149,0.49194,0.374685,0.551026,0.796087,0.783446,0.193775,0.072566,0.525421,0.187662,0,0
0.075211,0.237685,0.560155,0.657012,0.57898,0.470226,0.440597,0.260725,0.41337,0.33263,0.574949,0.675691,0.159527,0.52571,0.750849,0.750849,0.289846,0.011236,0.402807,0.186613,0,0
0.009348,0.228209,0.542851,0.525733,0.476702,0.587275,0.250808,0.560494,0.170894,0.328756,0.017642,0.650973,0.103141,0.517979,0.800686,0.800686,0.095209,0.007491,0.316239,0.089966,0,0
0.017647,0.235463,0.568522,0.683077,0.505302,0.422352,0.471199,0.189383,0.438483,0.407449,0.185696,0.868225,0.163977,0.514953,0.946395,0.946395,0.32942,0.019663,0.425618,0.310606,0,0
0.0138,0.236302,0.515393,0.641927,0.61094,0.526208,0.29792,0.352326,0.189172,0.349597,0.017677,0.62214,0.338658,0.590804,0.842007,0.855029,0.081928,0.095506,0.591826,0.110816,0,0
0.014134,0.266446,0.519035,0.436472,0.691035,0.659863,0.34548,0.443229,0.484361,0.302187,0.017675,0.647566,0.189656,0.573727,0.796753,0.796753,0.080753,0.01779,0.477107,0.090563,0,0
0.026588,0.22586,0.571647,0.656648,0.568961,0.523806,0.268881,0.285596,0.235561,0.367721,0.159149,0.644078,0.586726,0.689349,0.869563,0.877716,0.129292,0.100187,0.580416,0.165092,0,0
0.016937,0.237268,0.520059,0.749886,0.580536,0.47404,0.321695,0.342122,0.469691,0.329744,0.01765,0.668561,0.320681,0.6096,0.799445,0.799445,0.085751,0.03839,0.457095,0.091919,0,0
0.01378,0.195681,0.491252,0.467536,0.506623,0.601275,0.219319,0.38716,0.269042,0.40171,0.017668,0.592514,0.183452,0.569921,0.813497,0.813497,0.100267,0.020131,0.450054,0.101459,0,0
0.01696,0.247228,0.550385,0.595157,0.619243,0.552829,0.234939,0.261412,0.18889,0.388565,0.017668,0.540312,0.496062,0.587534,0.718865,0.75514,0.062688,0.06367,0.508344,0.098722,0,0
0.018061,0.215253,0.511327,0.744607,0.519861,0.455465,0,0.273459,0,0.328159,0.159149,0.640488,0.058644,0.378719,0.705049,0.574932,0.217002,0,0.362705,0.164095,0.009614,0
0.028923,0.210398,0.471317,0.694993,0.526543,0.408377,0.230465,0.269641,0.206012,0.338604,0.185692,0.734953,0.213606,0.528781,0.755764,0.755764,0.280516,0.025749,0.489616,0.189103,0,0
0.007419,0.241977,0.548289,0.725149,0.546063,0.476863,0.314419,0.394106,0.284309,0.370626,0.000036,0.759881,0.128121,0.41467,0.676788,0.676788,0.085053,0.008427,0.405015,0.117083,0,0
0.019542,0.222812,0.545069,0.575216,0.545184,0.571521,0.29924,0.314698,0.583274,0.364928,0.017659,0.680129,0.356806,0.657109,0.822647,0.8308,0.062106,0.044944,0.488192,0.08809,0,0
0.01472,0.186816,0.589755,0.46798,0.350035,0.649377,0.338887,0.371649,0.341609,0.396893,0.159149,0.628405,0.162281,0.536218,0.896733,0.87753,0.261487,0.015449,0.433449,0.231824,0,0
0.038012,0.180986,0.362066,0.587766,0.568073,0.529672,0.256741,0.285438,0.304184,0.404189,0.017722,0.548854,0.969104,0.823166,0.915337,0.935258,0.176121,0.071629,0.584492,0.153299,0,0
0.011948,0.254509,0.454918,0.611342,0.655122,0.54155,0.246228,0.486969,0.278012,0.317038,0.01765,0.634593,0.172882,0.548126,0.786724,0.786724,0.068858,0.012172,0.363163,0.08473,0,0
0.043835,0.641795,0.79091,0.635586,0.952346,0.484823,0.20208,0.159692,0.143033,0.365641,0.159149,0.410701,0.972696,0.746706,0.80708,0.843659,0.147901,0.129682,0.65078,0.11981,0,0
0.021027,0.233421,0.673386,0.523306,0.569905,0.589591,0.243981,0.216965,0.246466,0.382233,0.017671,0.630565,0.673516,0.686799,0.851168,0.843911,0.040934,0.199438,0.652882,0.09458,0,0
0.599567,0.233484,0.526177,0.521123,0.575133,0.526368,0.328259,0.13047,0.235517,0.449154,0.999982,0.559159,0.239494,0.597383,0.950714,0.934287,0.943034,0.033708,0.490369,0.919096,0,0
0.012685,0.295046,0.460671,0.579484,0.817629,0.596,0.254247,0.355842,0.357737,0.406674,0.017675,0.668235,0.162131,0.569465,0.794832,0.820877,0.087178,0.010768,0.333232,0.089698,0,0
0.006022,0.239029,0.520036,0.66315,0.587845,0.476874,0.195021,0.337306,0.216383,0.376143,0.017701,0.378017,0.097488,0.514953,0.946395,0.946395,0.196912,0.004682,0.272499,0.219279,0,0
0.014343,0.237612,0.797347,0.68903,0.609654,0.429013,0.215107,0.260345,0.079965,0.360413,0.044268,0.458771,0.196716,0.577472,0.842372,0.850997,0.144396,0.025281,0.441,0.163605,0,0
0.014846,0.2233,0.579902,0.47072,0.528378,0.623369,0.264879,0.247953,0.286357,0.377199,0.01765,0.633714,0.434115,0.641249,0.866118,0.866118,0.027814,0.108146,0.605159,0.079681,0,0
0.021204,0.251532,0.362922,0.590441,0.640514,0.606553,0.229301,0.501899,0.249831,0.381483,0.159149,0.774519,0.36335,0.56595,0.749394,0.764159,0.158808,0.066479,0.547662,0.190715,0,0
0.01377,0.243338,0.4521,0.510462,0.609812,0.60633,0.245159,0.246624,0.200079,0.428018,0.017675,0.627647,0.21395,0.624311,0.871651,0.883585,0.082181,0.014981,0.41291,0.109501,0,0
0.02752,0.246021,0.502526,0.506647,0.61654,0.51631,0.225211,0.233755,0.212387,0.372806,0.1857,0.766052,0.111598,0.434889,0.677313,0.660884,0.228494,0.007491,0.400598,0.171944,0,0
0.01377,0.260964,0.471995,0.500671,0.675624,0.586399,0.269303,0.156707,0.211353,0.34825,0.017675,0.62417,0.229303,0.619583,0.859717,0.876154,0.082181,0.014981,0.409113,0.109501,0,0
0.008704,0.213664,0.518406,0.374672,0.308041,0.711844,0.232555,0.187055,0.218184,0.548919,0.017642,0.656888,0.155015,0.494765,0.761629,0.761629,0.05494,0.020131,0.437036,0.083987,0,0
0.019315,0.23304,0.664112,0.603412,0.586689,0.53289,0.219472,0.248097,0.198349,0.43597,0.017675,0.644408,0.373317,0.635962,0.821411,0.821411,0.119191,0.03324,0.520254,0.114769,0,0
0.025728,0.262676,0.558681,0.530663,0.680404,0.539294,0.195492,0.240569,0.133015,0.318502,0.185696,0.495813,0.283176,0.571082,0.757124,0.747409,0.141611,0.043071,0.47306,0.128689,0,0
0.007752,0.255053,0.468031,0.46942,0.662848,0.598669,0.258019,0.344091,0.397385,0.357956,0.01765,0.628072,0.140178,0.537182,0.892262,0.892262,0.136303,0.010768,0.352738,0.1623,0,0
0.010054,0.24887,0.619477,0.534651,0.61818,0.566385,0.286078,0.307644,0.256454,0.379122,0.000018,0.820786,0.399465,0.607232,0.894445,0.908752,0.04652,0.073034,0.498136,0.115054,0,0
0.021167,0.23564,0.471643,0.517493,0.575163,0.554503,0.327169,0.236058,0.377923,0.262368,0.159149,0.475569,0.045147,0.458552,0.816217,0.793244,0.333146,0.001404,0.165829,0.174031,0,0
0.04103,0.214186,0.611711,0.572474,0.52706,0.39469,0.22551,0.219258,0.211056,0.401609,0.1857,0.18863,0.459864,0.570016,0.740083,0.740083,0.272389,0.064607,0.559993,0.210782,0.009133,0
0.00695,0.207465,0.625803,0.071178,0.394389,0.904083,0.562914,0.521165,0.681533,0.473603,0.01765,0.513964,0.026257,0.297528,0.531128,0.480277,0.090624,0,0.21815,0.048344,0,0
