@relation amps_padel2d_WithoutNans50_WithoutNames-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute ATSC2i numeric
@attribute MATS3m numeric
@attribute MATS3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS5e numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute EE_Dt numeric
@attribute IC5 numeric
@attribute SIC4 numeric
@attribute SIC5 numeric
@attribute MIC0 numeric
@attribute MPC9 numeric
@attribute TSRW numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
0.683484,0.562482,0.267249,0.506154,0.558028,0.72414,0.473378,0.473463,0.574805,0.465394,0.999425,0.102743,?,0.75997,0.556883,0.556624,0.25406,0.45088,0.744729,0.439282,0.232525,1
0.204131,0.557915,0.478823,0.503648,0.750901,0.782279,0.561123,0.704815,0.717953,0.46606,0.000003,0.82663,0,0.496354,0.656623,0.613472,0.068207,0.081204,0.22912,0.153258,0.004617,1
0.241359,0.611876,0.43164,0.663632,0.828745,0.696358,0.57364,0.720429,0.85001,0.394617,0.000068,0.836289,0,0.46381,0.55088,0.533815,0.039634,0.118683,0.29531,0.138543,0.009623,1
0.25182,0.485881,0.504222,0.443741,0.561288,0.804523,0.442354,0.692657,0.441084,0.431263,0.000133,0.77401,0,0.567207,0.656097,0.627669,0.14274,0.115275,0.360848,0.29186,0.012732,1
0.555468,0.588614,0.243226,0.543185,0.591723,0.684513,0.458893,0.524636,0.392217,0.337764,0.999488,0.480073,0,0.575367,0.544042,0.470172,0.316879,0.220329,0.611863,0.381591,0.105626,1
0.554815,0.572081,0.283417,0.544229,0.578964,0.719849,0.499455,0.559857,0.455027,0.415641,0.999362,0.259582,0,0.604371,0.49513,0.474883,0.220185,0.289608,0.627624,0.315259,0.119542,1
0.235558,0.546675,0.459773,0.518353,0.672905,0.745491,0.428079,0.610822,0.560319,0.442514,0.000258,0.102772,0,0.677588,0.779144,0.747067,0.122005,0.240204,0.474249,0.513312,0.01306,1
0.222294,0.428357,0.472103,0.370444,0.451966,0.755861,0.488459,0.386245,0.475256,0.398585,0.999361,0.24977,0,0.719837,0.908025,0.839483,0.322922,0.146508,0.357804,0.66637,0.008688,1
0.265835,0.613703,0.439092,0.542148,0.806103,0.761658,0.568821,0.723424,0.928335,0.474917,0.000133,0.818693,0,0.38023,0.443833,0.43161,0.029591,0.170926,0.398926,0.169393,0.014798,1
0.369458,0.561618,0.395448,0.489271,0.641364,0.680781,0.481108,0.578427,0.48996,0.266863,0.999487,0.589498,0,0.603695,0.704155,0.604666,0.341852,0.120386,0.427035,0.397797,0.02735,1
0.259021,0.569848,0.431178,0.544217,0.714977,0.698471,0.496572,0.587659,0.633831,0.4077,0.999361,0.617387,0,0.563273,0.711922,0.63693,0.214628,0.11925,0.327798,0.296207,0.010088,1
0.040302,0.456764,0.599228,0.504607,0.517894,0.276477,0.592382,0.390196,0.409629,0.328566,0.999488,0.127224,0,0.758005,0.815921,0.838228,0.687531,0.300965,0.636064,0.501309,0.100679,1
0.003444,0.461645,0.589045,0.590489,0.550148,0.618044,0.719088,0.352053,0.440512,0.300277,0.000847,0.23545,0,0.748758,0.948388,0.945703,0.415638,0.234526,0.532966,0.504115,0.03717,1
0.011411,0.552008,0.582615,0.719313,0.693141,0.635676,0.741662,0.525137,0.467838,0.626605,0.00186,0.826756,?,0.658106,0.589447,0.635207,0.26578,0.494605,0.773236,0.286459,0.292417,1
0.25885,0.575151,0.443313,0.476547,0.713731,0.774886,0.527308,0.58939,0.693565,0.405936,0.000322,0.619126,0,0.676336,0.774965,0.717499,0.09237,0.165247,0.408981,0.378758,0.015958,1
0.285661,0.615745,0.428388,0.562613,0.751754,0.745986,0.511114,0.793868,0.524156,0.426935,0.000387,0.82196,0,0.502931,0.561702,0.530529,0.068018,0.173197,0.434565,0.210932,0.018496,1
0.038369,0.336703,0.561444,0.423387,0.31613,0.346897,0.486767,0.307822,0.273876,0.18756,0.999425,0.25184,0,0.604885,0.545566,0.603791,0.660101,0.374219,0.732402,0.579407,0.250448,1
0.49901,0.627638,0.307057,0.564028,0.646156,0.708959,0.485261,0.527878,0.574535,0.416117,0.999361,0.256409,0,0.726027,0.632914,0.599077,0.201373,0.291312,0.610627,0.35977,0.099446,1
0.26729,0.49846,0.503711,0.485987,0.58145,0.759822,0.378524,0.637646,0.637932,0.423989,0.000138,0.798744,0,0.67123,0.718643,0.701678,0.127848,0.306644,0.516605,0.499004,0.01833,1
0.014208,0.497914,0.564523,0.60916,0.68302,0.377918,0.283453,0.385372,0.339564,0.360536,0.999361,0.100713,0,0.690252,0.917748,0.91502,0.551357,0.197047,0.490614,0.636325,0.031563,1
0.018297,0.428496,0.519882,0.506404,0.458808,0.539948,0.493865,0.372935,0.193747,0.340811,0.003546,0.255035,?,0.621235,0.54008,0.583616,0.411253,0.545145,0.829159,0.589083,0.356752,1
0.458345,0.372711,0.295741,0.410111,0.42147,0.79399,0.464422,0.428672,0.300364,0.509407,0.001904,0.248284,0,0.587091,0.561808,0.505835,0.245709,0.210108,0.574693,0.449881,0.078416,1
0.407159,0.670021,0.366089,0.591707,0.747406,0.6713,0.498577,0.763001,0.507559,0.23861,0.999424,0.855532,0,0.643269,0.633169,0.592424,0.223697,0.197047,0.532102,0.284759,0.042758,1
0.27574,0.602241,0.428103,0.507016,0.688003,0.747907,0.434127,0.634274,0.358018,0.543184,0.000767,0.71184,0,0.602053,0.611607,0.645242,0.200439,0.144236,0.46345,0.428161,0.02088,1
0.319622,0.623107,0.378219,0.604944,0.742651,0.727671,0.506727,0.536535,0.731905,0.493819,0.000457,0.419831,0,0.543276,0.550823,0.539485,0.098786,0.181147,0.453904,0.283192,0.029621,1
0.287666,0.597221,0.45559,0.396003,0.742042,0.818985,0.483713,0.711502,0.711057,0.409912,0.000327,0.98325,0,0.481019,0.512413,0.506743,0.064331,0.240772,0.526271,0.380286,0.023319,1
0.381283,0.469257,0.396183,0.41225,0.506049,0.747884,0.457628,0.419008,0.444133,0.400714,0.999361,0.262346,0,0.724431,0.718694,0.67488,0.268184,0.286201,0.576875,0.582871,0.047329,1
0.206256,0.423238,0.510694,0.451745,0.443491,0.770952,0.383721,0.544298,0.320489,0.609894,0.000192,0.76337,0,0.453098,0.575984,0.589052,0.271532,0.085179,0.252427,0.47269,0.005896,1
0.628316,0.563056,0.20833,0.504739,0.554274,0.723986,0.46862,0.463836,0.402475,0.449089,0.999425,0.259105,0,0.671517,0.560522,0.512773,0.297388,0.274276,0.683193,0.432341,0.188542,1
0.03765,0.568005,0.500562,0.602739,0.6765,0.399435,0.577848,0.353481,0.414279,0.286926,0.999425,0.769707,?,0.880586,0.780373,0.828414,0.585045,0.392391,0.797863,0.613251,0.394553,1
0.421015,0.571807,0.364531,0.47377,0.606912,0.782541,0.510679,0.579993,0.493593,0.38806,0.001117,0.488115,0,0.653242,0.618717,0.571822,0.144008,0.215786,0.549097,0.286324,0.059534,1
0.513418,0.603389,0.282626,0.53507,0.600101,0.737862,0.504387,0.47416,0.433166,0.365717,0.001921,0.21472,0,0.635206,0.561141,0.511379,0.152942,0.28109,0.644244,0.3962,0.123086,1
0.345894,0.602389,0.379662,0.47564,0.665374,0.78115,0.53662,0.535991,0.510847,0.535535,0.000906,0.247809,0,0.531826,0.545103,0.516497,0.14371,0.146508,0.464763,0.295467,0.037016,1
0.492738,0.352739,0.369271,0.338503,0.403952,0.832472,0.433446,0.411245,0.393694,0.460414,0.00173,0.242549,0,0.745236,0.660557,0.615101,0.220627,0.312323,0.639967,0.496453,0.107857,1
0.004418,0.442776,0.699115,0.528932,0.485056,0.714298,0.745173,0.513568,0.471795,0.502004,0.000805,0.6225,0,0.498027,0.584962,0.619776,0.388036,0.261783,0.590324,0.317116,0.073565,1
0.493483,0.683844,0.309614,0.567831,0.678799,0.734471,0.50442,0.548704,0.53551,0.469842,0.001528,0.495734,0,0.74469,0.650492,0.610517,0.164313,0.308348,0.652412,0.371197,0.108736,1
0.007908,0.510331,0.510767,0.673397,0.641313,0.596801,0.582448,0.438195,0.292082,0.49489,0.00153,0.496437,0,0.621767,0.676063,0.700256,0.337916,0.304373,0.645224,0.319566,0.112392,1
0.581852,0.57344,0.265723,0.486732,0.567646,0.755107,0.482066,0.616111,0.387782,0.388672,0.999362,0.259364,0,0.714441,0.599472,0.555227,0.218462,0.33958,0.709828,0.381043,0.15478,1
0.001454,0.487276,0.570248,0.704744,0.678648,0.61432,0.687732,0.580401,0.409014,0.707791,0.000396,0.81814,0,0.556517,0.730289,0.765344,0.260121,0.219761,0.481841,0.284888,0.031029,1
0.275944,0.560339,0.471703,0.507707,0.688094,0.747587,0.412328,0.703,0.722162,0.402311,0.000201,0.77394,0,0.666154,0.707696,0.684214,0.08387,0.358887,0.574988,0.510447,0.021997,1
0.343451,0.268098,0.387823,0.360181,0.275499,0.746419,0.413585,0.372125,0.273466,0.366369,0.999424,0.260367,0,0.69972,0.764456,0.711351,0.481316,0.154458,0.442773,0.736197,0.028709,1
0.270823,0.34713,0.412774,0.338558,0.351401,0.77244,0.435945,0.473886,0.222131,0.317658,0.999361,0.230501,0,0.703793,0.803287,0.768792,0.359964,0.180011,0.452157,0.708316,0.01626,1
0.022058,0.448996,0.585184,0.532141,0.485903,0.624753,0.603886,0.372993,0.314948,0.338497,0.004072,0.250416,?,0.808964,0.646602,0.689738,0.449393,0.617831,0.895051,0.490188,0.687602,1
0.324772,0.402125,0.422117,0.369533,0.429864,0.817952,0.394185,0.521019,0.257403,0.418262,0.000908,0.488146,0,0.758075,0.749475,0.74107,0.242099,0.176604,0.468089,0.492381,0.034052,1
0.448775,0.636471,0.369999,0.511899,0.666355,0.761284,0.495509,0.649818,0.48437,0.361925,0.001126,0.52868,0,0.741184,0.676697,0.627206,0.120246,0.322544,0.636012,0.329713,0.077854,1
0.00147,0.47019,0.619324,0.636583,0.603176,0.65858,0.733482,0.495013,0.458949,0.570717,0.000396,0.762921,0,0.616056,0.826575,0.826048,0.275775,0.270301,0.521708,0.405079,0.02778,1
0.202737,0.566512,0.474688,0.549404,0.768419,0.767054,0.577998,0.74572,0.642697,0.449878,0.000003,0.826602,0,0.404918,0.579372,0.526884,0.065429,0.0636,0.211802,0.085405,0.003986,1
0.235631,0.549071,0.445037,0.584677,0.682956,0.72442,0.532953,0.565456,0.610052,0.357568,0.000193,0.812224,0,0.637531,0.774991,0.712251,0.127855,0.116979,0.347061,0.301623,0.010537,1
0.018463,0.410254,0.503563,0.483707,0.433651,0.543995,0.498041,0.346656,0.198304,0.287921,0.003669,0.248464,?,0.606793,0.534046,0.576733,0.435793,0.511073,0.817052,0.592139,0.340631,1
0.330781,0.557365,0.397088,0.444718,0.622861,0.795031,0.483317,0.617543,0.372027,0.435206,0.000779,0.238219,0,0.640564,0.643312,0.624257,0.165827,0.158433,0.498757,0.387218,0.03691,1
0.305753,0.645334,0.403897,0.624329,0.799415,0.718975,0.554419,0.687012,0.762006,0.433715,0.000327,0.821594,0,0.565625,0.593231,0.567667,0.06337,0.165247,0.422107,0.183529,0.023839,1
0.276831,0.511909,0.511386,0.460572,0.607507,0.788889,0.456456,0.682843,0.64091,0.291532,0.000137,0.928591,0,0.594127,0.628191,0.620808,0.098638,0.191936,0.431555,0.356391,0.018397,1
0.227703,0.395481,0.466963,0.397303,0.401038,0.795328,0.402555,0.464879,0.265601,0.46693,0.000444,0.252112,0,0.703236,0.848183,0.797479,0.227402,0.118683,0.314807,0.458621,0.008466,1
0.200898,0.552712,0.474517,0.51233,0.717911,0.759542,0.472906,0.760061,0.458978,0.420895,0.000126,0.821942,0,0.520802,0.692707,0.645005,0.077863,0.123793,0.32223,0.279774,0.005499,1
0.350156,0.541259,0.383607,0.449173,0.590335,0.782652,0.479444,0.492172,0.426983,0.416365,0.001038,0.163096,0,0.657317,0.670983,0.62551,0.166253,0.174901,0.488386,0.422922,0.042133,1
0.235379,0.615508,0.454033,0.500523,0.803848,0.782168,0.572627,0.677502,0.642243,0.441512,0.000254,0.824643,0,0.528457,0.637131,0.606884,0.070909,0.089154,0.327583,0.193798,0.010211,1
0.268462,0.592959,0.401402,0.657546,0.720573,0.701115,0.5189,0.630219,0.460184,0.437671,0.000385,0.460647,0,0.468406,0.535959,0.519838,0.123182,0.109597,0.348365,0.216127,0.014995,1
0.362243,0.403699,0.354331,0.410615,0.432899,0.73319,0.414955,0.500096,0.343097,0.351902,0.999424,0.482678,0,0.640387,0.70985,0.636595,0.367935,0.151618,0.455325,0.492362,0.028483,1
0.00408,0.449863,0.557468,0.55125,0.50698,0.56725,0.564222,0.328795,0.271013,0.272915,0.001036,0.438893,0,0.722702,0.933337,0.926955,0.393884,0.215786,0.522588,0.539185,0.033632,1
0.280494,0.446361,0.447856,0.415196,0.485547,0.708233,0.445735,0.424855,0.423708,0.334327,0.999424,0.854393,0,0.79303,0.904308,0.855582,0.424739,0.152186,0.400577,0.697697,0.015883,1
0.244838,0.604243,0.445372,0.457192,0.768782,0.803997,0.566173,0.713691,0.665436,0.471502,0.000318,0.824595,0,0.522709,0.633653,0.591207,0.073066,0.117547,0.367072,0.249234,0.012092,1
0.341396,0.42094,0.451933,0.408402,0.452423,0.796391,0.384052,0.652356,0.294372,0.400773,0.000786,0.633608,0,0.758539,0.714405,0.721382,0.214247,0.318569,0.576852,0.523399,0.039771,1
0.605093,0.49014,0.358845,0.432604,0.511147,0.778709,0.468004,0.583261,0.397717,0.399061,0.999362,0.250189,0,0.683359,0.543332,0.518295,0.217411,0.383305,0.713176,0.371166,0.163133,1
0.265278,0.477979,0.466188,0.42048,0.535839,0.792772,0.439754,0.433628,0.441144,0.527837,0.000452,0.457997,0,0.687628,0.755172,0.729215,0.203668,0.170358,0.437042,0.519713,0.019267,1
0.026572,0.413329,0.504076,0.456839,0.39914,0.23886,0.632156,0.241772,0.402614,0.084712,0.999424,0.494182,0,0.707523,0.865059,0.916691,0.763643,0.16979,0.505717,0.699041,0.037134,1
0.354982,0.498752,0.429797,0.512801,0.561049,0.691131,0.452122,0.494816,0.559449,0.41773,0.999424,0.373912,0,0.685412,0.692832,0.671945,0.303879,0.210676,0.452688,0.436849,0.025852,1
0.233108,0.552436,0.446032,0.491331,0.667481,0.76748,0.500862,0.535972,0.407958,0.401686,0.000443,0.496371,0,0.555304,0.711304,0.644566,0.153478,0.080068,0.313415,0.333821,0.010152,1
0.536086,0.265073,0.27312,0.338232,0.353834,0.830766,0.442625,0.432158,0.274449,0.477969,0.00226,0.250991,0,0.650666,0.559487,0.521022,0.247254,0.279387,0.639835,0.472574,0.13101,1
0.342156,0.548723,0.405124,0.496521,0.600807,0.757338,0.431921,0.74078,0.379744,0.356025,0.000848,0.616955,0,0.788795,0.726976,0.744301,0.161781,0.323112,0.601185,0.487755,0.042935,1
0.258211,0.477475,0.507143,0.439866,0.543353,0.813774,0.455456,0.759402,0.358654,0.43653,0.000134,0.771576,0,0.459323,0.527331,0.521481,0.143819,0.089154,0.322392,0.222207,0.012405,1
0.289804,0.644115,0.419237,0.536252,0.756422,0.74306,0.517371,0.551107,0.505543,0.418285,0.000705,0.804931,0,0.60668,0.672414,0.630059,0.144059,0.123225,0.4298,0.3554,0.02417,1
0.01756,0.461419,0.526302,0.548104,0.50535,0.521797,0.521778,0.386176,0.224462,0.360762,0.003286,0.255092,?,0.596831,0.505969,0.558247,0.376595,0.602499,0.847705,0.537165,0.358431,1
0.27494,0.573018,0.402367,0.540875,0.704913,0.722684,0.508192,0.601925,0.609725,0.385282,0.999361,0.821349,0,0.514213,0.61545,0.573544,0.203534,0.078932,0.319001,0.217015,0.012992,1
0.00401,0.478114,0.562285,0.63303,0.59711,0.542441,0.607148,0.313781,0.317457,0.260313,0.000974,0.220392,0,0.767918,0.960991,0.960005,0.364784,0.297558,0.568422,0.646044,0.037878,1
0.026161,0.509456,0.563801,0.579855,0.69794,0.327252,0.786057,0.392665,0.50035,0.358664,0.999424,0.234152,0,0.741159,0.873654,0.916242,0.472339,0.260647,0.573292,0.46813,0.046611,1
0.432673,0.582342,0.30707,0.589358,0.608173,0.730455,0.504232,0.580267,0.427124,0.458057,0.001249,0.614219,0,0.607863,0.550895,0.529826,0.178227,0.182851,0.539388,0.285127,0.064924,1
0.405615,0.425826,0.376591,0.425112,0.460747,0.791243,0.442304,0.514255,0.397652,0.492716,0.001184,0.266282,0,0.780455,0.725003,0.695473,0.219172,0.270301,0.578231,0.466047,0.060648,1
0.034352,0.414887,0.450819,0.476339,0.44591,0.383496,0.34142,0.298255,0.261261,0.199018,0.999362,0.153977,?,0.926599,0.736536,0.805857,0.532182,0.566156,0.891807,0.54264,0.644362,1
0.371136,0.533312,0.425539,0.365652,0.585523,0.821364,0.478019,0.599607,0.570767,0.459679,0.00079,0.096568,0,0.737014,0.669625,0.672327,0.132189,0.359455,0.624434,0.468436,0.050513,1
0.413926,0.695483,0.369872,0.51065,0.797026,0.714613,0.554913,0.72124,0.769914,0.387465,0.999424,0.892331,0,0.549542,0.490552,0.502175,0.17643,0.228279,0.536579,0.284576,0.049225,1
0.316789,0.657211,0.3982,0.646221,0.810747,0.706933,0.553582,0.709853,0.78455,0.425442,0.000328,0.8216,0,0.546241,0.555463,0.540353,0.055513,0.173765,0.429575,0.16277,0.025511,1
0.336255,0.575218,0.410361,0.56635,0.674128,0.663378,0.464223,0.548402,0.520913,0.276564,0.999424,0.900903,0,0.725467,0.762664,0.724636,0.287429,0.179443,0.455241,0.450148,0.025665,1
0.334315,0.497935,0.414862,0.371337,0.540823,0.809449,0.428941,0.442611,0.32634,0.368045,0.001103,0.11613,0,0.760152,0.743774,0.730635,0.204894,0.236229,0.539964,0.586355,0.042477,1
0.365767,0.404217,0.322021,0.470057,0.440416,0.760671,0.464789,0.407615,0.296748,0.533128,0.001489,0.24475,0,0.545535,0.593951,0.52612,0.248088,0.147076,0.478581,0.465047,0.041738,1
0.011683,0.490214,0.551265,0.608487,0.570462,0.597911,0.649688,0.441732,0.364978,0.452734,0.002104,0.225652,0,0.780066,0.71114,0.772818,0.368615,0.360023,0.734839,0.31255,0.24405,1
0.336953,0.522535,0.451509,0.458579,0.595,0.750674,0.463454,0.522092,0.644427,0.385733,0.999361,0.802377,0,0.757877,0.750991,0.734666,0.228484,0.190801,0.452785,0.43548,0.032435,1
0.254791,0.584159,0.425779,0.558117,0.725654,0.751721,0.547415,0.643299,0.604404,0.434076,0.00032,0.917387,0,0.508044,0.635394,0.567821,0.096224,0.109029,0.348152,0.238992,0.013558,1
0.366013,0.62599,0.370208,0.463751,0.676867,0.792452,0.541468,0.483706,0.460206,0.513634,0.001103,0.088354,0,0.543038,0.571526,0.51512,0.169915,0.133447,0.479315,0.332161,0.046388,1
0.057198,0.496009,0.521455,0.514746,0.575193,0.20024,0.159087,0.394846,0.300127,0.340951,0.999552,0.24531,?,0.816444,0.742135,0.798874,0.61686,0.444634,0.759818,0.512429,0.245204,1
0.007785,0.508166,0.510169,0.669648,0.636951,0.594716,0.58852,0.423801,0.298518,0.470332,0.001527,0.495733,0,0.602462,0.669689,0.687788,0.342606,0.293583,0.64083,0.336908,0.107386,1
0.623219,0.628551,0.211175,0.514616,0.604308,0.718421,0.499958,0.455949,0.485672,0.440227,0.999425,0.248364,0,0.685832,0.548402,0.523011,0.267881,0.308348,0.680415,0.419868,0.187112,1
0.277391,0.540016,0.484643,0.505786,0.648488,0.752379,0.406072,0.706435,0.664576,0.423642,0.000201,0.81787,0,0.689688,0.738445,0.70679,0.106148,0.313458,0.545389,0.469,0.021587,1
0.289171,0.416832,0.418137,0.378659,0.443703,0.817513,0.468159,0.503665,0.443895,0.501963,0.000707,0.246692,0,0.707598,0.777894,0.726626,0.206318,0.166383,0.442185,0.435967,0.020437,1
0.257473,0.631836,0.439726,0.549531,0.790389,0.739316,0.524357,0.635668,0.564973,0.359002,0.000447,0.74938,0,0.631664,0.72664,0.681228,0.101542,0.151051,0.405527,0.345318,0.015328,1
0.630388,0.60476,0.194064,0.554371,0.587227,0.681695,0.480921,0.451777,0.457788,0.376564,0.999488,0.472221,0,0.64877,0.55149,0.499344,0.318424,0.268597,0.669577,0.4249,0.173797,1
0.261639,0.441124,0.452197,0.388054,0.476968,0.759282,0.478901,0.428866,0.46107,0.417191,0.999361,0.798586,0,0.793425,0.902146,0.857495,0.348099,0.153322,0.397565,0.64492,0.015408,1
0.245302,0.566305,0.416608,0.598396,0.686612,0.729945,0.528738,0.731409,0.368266,0.440658,0.000381,0.254607,0,0.437614,0.556488,0.516564,0.129716,0.077229,0.30743,0.20099,0.010584,1
0.311083,0.641269,0.41567,0.55311,0.748891,0.7405,0.517123,0.61544,0.523272,0.356731,0.000647,0.804721,0,0.683393,0.707076,0.676176,0.127563,0.171493,0.486759,0.349717,0.030398,1
0.016587,0.49241,0.621431,0.592081,0.62766,0.433165,0.530812,0.544892,0.317563,0.586328,0.999361,0.615967,0,0.582335,0.67167,0.704562,0.444011,0.26008,0.590951,0.354395,0.069461,1
0.005159,0.453859,0.670807,0.560176,0.518294,0.670957,0.583247,0.562507,0.292992,0.637831,0.000998,0.259863,0,0.558375,0.625714,0.678066,0.382538,0.227144,0.567013,0.290842,0.074743,1
0.003891,0.539599,0.659234,0.822002,0.809103,0.529137,0.755629,0.585403,0.483599,0.726508,0.000673,0.117364,0,0.619686,0.679955,0.730578,0.245195,0.382169,0.615613,0.501193,0.069046,1
0.356832,0.643793,0.355994,0.699936,0.745695,0.635216,0.506945,0.492385,0.64904,0.450521,0.999361,0.540024,0,0.552508,0.509895,0.536431,0.210992,0.195911,0.467533,0.358313,0.035199,1
0.308378,0.62731,0.397274,0.661038,0.756734,0.701555,0.541541,0.741989,0.596384,0.346734,0.00039,0.754473,0,0.523291,0.560866,0.529755,0.084753,0.156729,0.429307,0.175321,0.022065,1
0.010003,0.521238,0.670028,0.67815,0.648152,0.608765,0.678439,0.495092,0.397333,0.541429,0.001705,0.113809,0,0.747863,0.703252,0.750489,0.353193,0.375355,0.715225,0.338618,0.20853,1
0.016313,0.381795,0.50651,0.441591,0.386474,0.581048,0.546309,0.340278,0.250995,0.259557,0.003308,0.247885,0,0.620363,0.551029,0.612845,0.467804,0.350937,0.747527,0.43947,0.274674,1
0.498042,0.701076,0.315453,0.529303,0.746962,0.66182,0.466428,0.672002,0.552478,0.304907,0.999551,0.891937,0,0.670484,0.630667,0.582466,0.305196,0.229415,0.583403,0.382058,0.072527,1
0.220763,0.565575,0.432275,0.639945,0.738749,0.70028,0.566203,0.63981,0.724828,0.462279,0.000066,0.521548,0,0.40851,0.507605,0.509413,0.082426,0.088586,0.232092,0.152478,0.00642,1
0.237736,0.511676,0.448748,0.496621,0.605609,0.768049,0.524737,0.578673,0.562551,0.439988,0.000255,0.258983,0,0.54981,0.694486,0.6283,0.126433,0.09824,0.28805,0.246395,0.009317,1
0.303719,0.651871,0.38375,0.644243,0.801969,0.709783,0.59275,0.645929,0.75139,0.537491,0.000325,0.099636,0,0.21255,0.256929,0.252953,0.067817,0.124361,0.343693,0.077265,0.018837,1
0.250952,0.587247,0.4248,0.575606,0.730362,0.747563,0.549762,0.721019,0.522865,0.435838,0.000319,0.825359,0,0.488122,0.599053,0.55407,0.100842,0.0954,0.331553,0.194269,0.011826,1
0.016573,0.479307,0.632663,0.575449,0.59095,0.451989,0.552297,0.490035,0.330413,0.511565,0.999361,0.492982,0,0.690451,0.805582,0.809206,0.46855,0.284497,0.593917,0.386947,0.068816,1
0.032961,0.463942,0.504473,0.531511,0.521846,0.387055,0.490442,0.332178,0.38569,0.257124,0.999425,0.236263,0,0.721732,0.741045,0.762064,0.56995,0.33958,0.701862,0.456195,0.160091,1
0.40183,0.523819,0.396404,0.50049,0.56697,0.769994,0.471771,0.582186,0.511458,0.393144,0.000857,0.495953,0,0.673861,0.629236,0.600003,0.147159,0.220329,0.514265,0.296665,0.051048,1
0.237746,0.587248,0.423017,0.660447,0.769074,0.693483,0.530231,0.564764,0.818401,0.442309,0.000131,0.755894,0,0.468732,0.529548,0.546961,0.088686,0.11414,0.307661,0.275912,0.011068,1
0.407138,0.40211,0.381038,0.374929,0.438433,0.816904,0.466752,0.471501,0.341807,0.476683,0.00131,0.165125,0,0.651831,0.630807,0.586156,0.220608,0.196479,0.519434,0.400018,0.054531,1
0.344266,0.541473,0.411138,0.502818,0.621298,0.69326,0.465316,0.592583,0.495619,0.289782,0.999424,0.850715,0,0.747836,0.761089,0.737195,0.302825,0.197615,0.4786,0.501079,0.02797,1
0.336159,0.60968,0.414006,0.486801,0.703273,0.800881,0.536656,0.777296,0.572284,0.537184,0.000521,0.724445,0,0.498024,0.501581,0.487465,0.100721,0.151051,0.467826,0.176484,0.031844,1
0.20121,0.522487,0.470604,0.482784,0.657043,0.788408,0.548129,0.624606,0.593984,0.512174,0.000064,0.823891,0,0.446945,0.630503,0.57508,0.11347,0.064168,0.205606,0.165508,0.004,1
0.260698,0.592353,0.42435,0.641815,0.735812,0.712578,0.551969,0.674677,0.560421,0.476663,0.000258,0.795351,0,0.561732,0.654644,0.6116,0.111454,0.099943,0.337833,0.171653,0.013314,1
0.169876,0.514341,0.462783,0.442363,0.659896,0.719522,0.433718,0.458882,0.482227,0.542469,0.999361,0.45896,0,0.489501,0.734026,0.716248,0.343436,0.028961,0.15997,0.444837,0.001071,1
0.400343,0.642885,0.360301,0.556678,0.734959,0.655891,0.494831,0.613855,0.534507,0.279722,0.999487,0.891916,0,0.667884,0.697661,0.633946,0.301984,0.162976,0.489903,0.391562,0.039644,1
0.323484,0.625217,0.384175,0.566121,0.714867,0.739041,0.540693,0.501277,0.55902,0.482144,0.000711,0.067954,0,0.533188,0.58571,0.533169,0.138216,0.138558,0.41881,0.2619,0.027617,1
0.530835,0.325484,0.282734,0.32967,0.390036,0.845568,0.45737,0.479914,0.332399,0.50057,0.001933,0.249796,0,0.589374,0.496318,0.469918,0.224128,0.271437,0.632251,0.416733,0.127729,1
0.323031,0.52738,0.391459,0.480661,0.583238,0.766404,0.488638,0.444215,0.526227,0.460964,0.000845,0.449754,0,0.728815,0.742152,0.711762,0.214363,0.199886,0.498325,0.539453,0.035701,1
0.424478,0.610902,0.377869,0.511425,0.664517,0.710537,0.498469,0.610749,0.523049,0.386716,0.999424,0.892205,0,0.677726,0.669091,0.613777,0.269286,0.195344,0.533451,0.37426,0.052114,1
0.355098,0.660989,0.389064,0.512701,0.756664,0.769707,0.559898,0.646147,0.658487,0.440658,0.000718,0.81088,0,0.57752,0.557213,0.544528,0.102757,0.174333,0.495642,0.318183,0.044316,1
0.328609,0.456255,0.43252,0.429123,0.498952,0.719973,0.43242,0.444856,0.425734,0.398578,0.999424,0.01293,0,0.709064,0.772878,0.720984,0.349167,0.195911,0.438948,0.531575,0.020995,1
0.004006,0.476568,0.534555,0.631175,0.59383,0.593271,0.631852,0.434454,0.344308,0.446628,0.000975,0.611909,0,0.627067,0.776047,0.817973,0.380763,0.173197,0.515906,0.340658,0.042819,1
0.384112,0.53717,0.337821,0.44993,0.575576,0.791585,0.503377,0.390468,0.510963,0.570534,0.001175,0.249569,0,0.592195,0.57822,0.547233,0.201729,0.159001,0.502893,0.408791,0.057375,1
0.286824,0.513947,0.488549,0.556533,0.613842,0.661572,0.4811,0.757728,0.333826,0.212926,0.999424,0.829087,0,0.453402,0.528243,0.525303,0.312755,0.080068,0.323268,0.314087,0.011416,1
0.467842,0.663317,0.331441,0.521601,0.695507,0.708524,0.501771,0.600468,0.540912,0.340223,0.999425,0.82766,0,0.683559,0.638081,0.590243,0.23041,0.253265,0.605413,0.374821,0.077028,1
