@relation amps_padel2d_WithoutNans50_WithoutNames-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute ATS1m numeric
@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute MATS5c numeric
@attribute MATS3m numeric
@attribute MATS3e numeric
@attribute GATS1c numeric
@attribute GATS3m numeric
@attribute GATS5m numeric
@attribute GATS7m numeric
@attribute GATS5e numeric
@attribute GATS6e numeric
@attribute GATS7e numeric
@attribute GATS4p numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute EE_Dt numeric
@attribute VR2_Dt numeric
@attribute IC5 numeric
@attribute SIC4 numeric
@attribute SIC5 numeric
@attribute MIC0 numeric
@attribute RotBtFrac numeric
@attribute EE_D numeric
@attribute MWC10 numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
0.322122,0.019435,0.423991,0.640478,0.49371,0.43885,0.202525,0.453905,0.348788,0.576579,0.315801,0.167595,0.293229,0.561488,0.20971,0.999361,0.097152,0,0.037148,0.67363,0.746376,0.782471,0.608286,0.721976,1,0.600737,0.636526,0.08776,1
0.406048,0.502758,0.449846,0.552782,0.437037,0.48222,0.664288,0.755769,0.457721,0.451122,0.417157,0.367402,0.38654,0.158108,0.413677,0.999361,0.113906,0,0.00486,0.730639,0.648282,0.608935,0.283718,0.728012,1,0.632223,0.512537,0.101357,1
0.140492,0.268539,0.436619,0.617922,0.3077,0.470438,0.684099,0.849714,0.539432,0.482584,0.358441,0.37819,0.285379,0.104847,0.592612,0.000955,0.011019,0,0.002159,0.474836,0.570912,0.541705,0.244994,0.873463,1,0.358358,0.480652,0.018535,1
0.190257,0.308163,0.596875,0.469047,0.602504,0.717575,0.761662,0.718949,0.547077,0.50647,0.619341,0.555715,0.694387,0.185681,0.402095,0.000329,0.528146,0,0.003207,0.529251,0.535419,0.536013,0.104373,0.728559,1,0.428254,0.259996,0.022317,1
0.140257,0.266617,0.534494,0.656711,0.51129,0.624471,0.751852,0.764369,0.57104,0.493073,0.542152,0.50723,0.550809,0.141686,0.448811,0.000448,0.4654,0,0.00311,0.564982,0.662413,0.612236,0.136151,0.777625,1,0.41829,0.294286,0.015727,1
0.286375,0.410602,0.583671,0.680755,0.427522,0.608865,0.696457,0.805351,0.57188,0.5416,0.484499,0.538422,0.452697,0.117579,0.516257,0.001434,0.472346,0,0.00454,0.512203,0.505263,0.463092,0.186153,0.907124,1,0.529366,0.335561,0.064564,1
0.135158,0.262778,0.437131,0.496876,0.401438,0.469467,0.746458,0.717064,0.424704,0.401056,0.494699,0.434496,0.600069,0.170407,0.395283,0.999424,0.625097,0,0.002865,0.700658,0.808771,0.783843,0.354863,0.514765,1,0.407183,0.591749,0.010218,1
0.538057,0.66809,0.657321,0.625905,0.51616,0.613482,0.739326,0.725549,0.525893,0.503424,0.504527,0.462985,0.438731,0.131412,0.435208,0.999425,0.232153,0,0.006135,0.61155,0.491432,0.446968,0.257619,0.870992,1,0.691917,0.366896,0.230481,1
0.28133,0.386765,0.592631,0.372506,0.640512,0.626779,0.655935,0.683477,0.556338,0.467747,0.469063,0.35605,0.431916,0.208461,0.512846,0.001176,0.066092,0,0.004252,0.660859,0.60465,0.605361,0.206028,0.6989,1,0.553128,0.410554,0.047368,1
0.233522,0.003582,0.45446,0.618457,0.566805,0.526205,0.304575,0.618742,0.640999,0.593231,0.48399,0.237041,0.304643,0.719586,0.505288,0.000789,0.114824,0,0.002644,0.54732,0.713669,0.716384,0.383622,0.813934,1,0.526104,0.29386,0.04427,1
0.511812,0.013286,0.442288,0.5367,0.526429,0.479135,0.258485,0.610144,0.450359,0.65968,0.339601,0.191731,0.375258,0.671181,0.279668,0.002567,0.257033,?,?,0.799442,0.749656,0.791445,0.438868,0.720044,1,0.750928,0.456465,0.249674,1
0.35833,0.457487,0.594429,0.56462,0.504004,0.626611,0.673487,0.738428,0.49566,0.508336,0.498139,0.484814,0.583974,0.150148,0.428931,0.999361,0.613197,0,0.004816,0.719776,0.67368,0.616972,0.210241,0.658143,1,0.623759,0.41318,0.08161,1
0.212224,0.36363,0.61703,0.723511,0.493819,0.695195,0.69575,0.701654,0.480428,0.495994,0.46985,0.539964,0.489916,0.109473,0.404352,0.999424,0.883855,0,0.009766,0.549757,0.587447,0.54977,0.32337,0.852348,1,0.452157,0.414226,0.033655,1
0.658295,0.039938,0.486622,0.7202,0.544567,0.540188,0.104459,0.414934,0.325992,0.585923,0.302982,0.225487,0.385454,0.542076,0.189396,0.999426,0.49412,?,?,0.85594,0.733323,0.789205,0.603202,0.618274,1,0.82565,0.68585,0.429595,1
0.23858,0.336751,0.556213,0.540066,0.542612,0.63517,0.716834,0.741336,0.530044,0.496407,0.565831,0.57512,0.675151,0.185025,0.43337,0.000525,0.259067,0,0.005604,0.687261,0.68177,0.653713,0.108989,0.591914,1,0.536667,0.351509,0.033629,1
0.147628,0.270106,0.465732,0.800705,0.348872,0.518304,0.686739,0.786842,0.465369,0.553501,0.425347,0.49217,0.639613,0.095941,0.488331,0.999361,0.75542,0,0.011579,0.552586,0.658049,0.619104,0.295912,0.618325,1,0.426815,0.51393,0.01584,1
0.029202,0.18088,0.493795,0.670749,0.420181,0.610485,0.758088,0.739338,0.459267,0.464683,0.382794,0.464417,0.455704,0.093387,0.531937,0.999361,0.373724,0,0.000469,0.543877,0.815766,0.747729,0.34986,0.90419,1,0.137352,0.408226,0.001453,1
0.815778,0.019567,0.4552,0.495297,0.539545,0.495752,0.358263,0.641663,0.654392,0.620523,0.4942,0.21895,0.33398,0.727567,0.51918,0.003332,0.138601,?,?,0.683033,0.50863,0.581355,0.398349,0.8162,1,0.861303,0.32744,0.676837,1
0.765258,0.030349,0.485828,0.563141,0.530537,0.53718,0.258332,0.362876,0.457814,0.519691,0.462925,0.216606,0.33879,0.676965,0.479212,0.999362,0.265064,?,?,0.759454,0.5878,0.661015,0.445182,0.83744,1,0.844653,0.318779,0.612603,1
0.069993,0.208117,0.460865,0.45727,0.462026,0.517898,0.854465,0.784648,0.583676,0.460908,0.555218,0.449715,0.348858,0.199273,0.492208,0.000128,0.427516,0,0.002586,0.543239,0.722603,0.666721,0.193375,0.903178,1,0.255823,0.2974,0.005138,1
0.141536,0.276857,0.565985,0.762497,0.476074,0.66029,0.761218,0.791348,0.573162,0.524706,0.478556,0.552888,0.555698,0.116683,0.58919,0.000575,0.815532,0,0.001489,0.45949,0.54536,0.508408,0.158234,0.910844,1,0.371413,0.270294,0.018116,1
0.618753,0.015217,0.490368,0.579122,0.594406,0.55459,0.268708,0.607445,0.518155,0.677159,0.39081,0.201596,0.39507,0.730066,0.365476,0.002749,0.258823,?,?,0.879065,0.756825,0.816146,0.408289,0.736369,1,0.806935,0.368336,0.387538,1
0.260962,0.367567,0.701335,0.506989,0.548029,0.781833,0.644584,0.749794,0.667782,0.527505,0.699442,0.51761,0.627509,0.118236,0.424314,0.000848,0.87296,0,0.001823,0.627801,0.58326,0.580533,0.099719,0.643372,1,0.566989,0.293448,0.045376,1
0.173187,0.28598,0.43763,0.513236,0.439561,0.471356,0.826365,0.794345,0.567294,0.422677,0.577847,0.4584,0.363938,0.285653,0.427663,0.000328,0.827797,0,0.002342,0.662582,0.69229,0.684372,0.19281,0.681778,1,0.443498,0.390616,0.019482,1
0.314632,0.430084,0.370644,0.588569,0.417229,0.414675,0.764731,0.794012,0.546778,0.450281,0.47112,0.375606,0.25501,0.182069,0.451534,0.001637,0.255744,0,0.003315,0.609521,0.587638,0.538531,0.231987,0.87229,1,0.5729,0.429658,0.065437,1
0.330493,0.443863,0.52124,0.696383,0.343947,0.539986,0.657477,0.82975,0.527635,0.537423,0.352541,0.442546,0.413711,0.093969,0.618185,0.001961,0.21342,0,0.004166,0.439838,0.424118,0.388542,0.235944,0.881828,1,0.551754,0.456478,0.087367,1
0.251303,0.385023,0.617692,0.405502,0.636025,0.680792,0.666621,0.629391,0.558632,0.45655,0.564378,0.360246,0.450083,0.174797,0.37886,0.999424,0.801637,0,0.003004,0.763509,0.755144,0.721023,0.320548,0.638318,1,0.565416,0.448331,0.039677,1
0.459199,0.568116,0.614025,0.627908,0.464526,0.600373,0.702981,0.762514,0.520044,0.483796,0.445584,0.429861,0.461197,0.131225,0.475984,0.999362,0.087987,0,0.004798,0.670537,0.559274,0.526707,0.240228,0.818704,1,0.638665,0.403463,0.158549,1
0.338431,0.488854,0.56313,0.582988,0.472756,0.59591,0.669583,0.676131,0.457566,0.430956,0.552603,0.355816,0.369871,0.091714,0.263313,0.999551,0.249978,0,0.004141,0.675245,0.629005,0.597595,0.385801,0.760724,1,0.583671,0.526075,0.070384,1
0.304355,0.415509,0.582626,0.616105,0.51293,0.609651,0.705414,0.760945,0.572535,0.492783,0.481619,0.447299,0.414583,0.165091,0.513731,0.001374,0.243581,0,0.005631,0.623284,0.604741,0.554443,0.188434,0.811122,1,0.569775,0.37634,0.069519,1
0.085233,0.207454,0.400077,0.684676,0.3608,0.406445,0.671398,0.801984,0.470725,0.469208,0.316629,0.348022,0.400692,0.154216,0.490546,0.000504,0.44411,0,0.004977,0.544201,0.777588,0.676068,0.24135,0.697642,1,0.353911,0.542016,0.006948,1
0.250622,0.314406,0.562319,0.34614,0.532202,0.667965,0.645327,0.739373,0.645079,0.405235,0.712208,0.451535,0.71278,0.24896,0.405119,0.00027,0.817989,0,0.001529,0.691802,0.684374,0.671764,0.090684,0.247309,1,0.651182,0.466254,0.030627,1
0.159565,0.294766,0.604126,0.552711,0.571742,0.764796,0.619705,0.648893,0.488499,0.461488,0.665279,0.543521,0.586555,0.16421,0.219754,0.999424,0.881444,0,0.005123,0.663111,0.743944,0.706542,0.255326,0.531355,1,0.452038,0.464648,0.017054,1
0.274079,0.384696,0.578699,0.432403,0.520328,0.625435,0.651523,0.716026,0.626332,0.428909,0.654388,0.326144,0.292472,0.157984,0.305325,0.999361,0.234094,0,0.002808,0.735982,0.713393,0.680664,0.217902,0.567508,1,0.606437,0.411055,0.044931,1
0.356928,0.006581,0.492355,0.591667,0.651065,0.618358,0.334395,0.618478,0.67782,0.666426,0.511832,0.255517,0.384376,0.74517,0.551504,0.001207,0.487263,0,0.008727,0.691599,0.725216,0.770644,0.400667,0.791718,1,0.617042,0.330859,0.109968,1
0.128828,0.265139,0.59604,0.664825,0.413182,0.767632,0.66668,0.780325,0.605163,0.540846,0.734103,0.70574,0.729503,0.042993,0.403206,0.999361,0.915442,0,0.00224,0.512829,0.626239,0.578282,0.153939,0.68106,1,0.401696,0.270524,0.012728,1
0.424953,0.520341,0.515815,0.696852,0.375411,0.532109,0.737204,0.828399,0.545919,0.489349,0.446271,0.420426,0.447011,0.127686,0.52522,0.001927,0.46602,0,0.003839,0.628314,0.511854,0.505154,0.20043,0.79176,1,0.621023,0.41802,0.142385,1
0.048378,0.190037,0.50868,0.491518,0.550236,0.623795,0.802321,0.744029,0.584751,0.515048,0.548907,0.438976,0.389724,0.171354,0.468753,0.000125,0.427508,0,0.000364,0.53995,0.772368,0.68973,0.171194,0.920196,1,0.229779,0.260095,0.003512,1
0.107134,0.242764,0.55928,0.529701,0.518585,0.710058,0.701393,0.704973,0.540711,0.486652,0.615771,0.566699,0.589444,0.168951,0.352477,0.999361,0.827694,0,0.002344,0.659711,0.84278,0.749628,0.239401,0.670806,1,0.386107,0.353914,0.008942,1
0.377509,0.475126,0.495365,0.491558,0.400627,0.520677,0.610701,0.784859,0.601238,0.435689,0.567413,0.364874,0.37632,0.129677,0.378607,0.999361,0.465883,0,0.002522,0.750162,0.680742,0.638037,0.242682,0.62713,1,0.674829,0.47252,0.091327,1
0.196212,0.276362,0.512332,0.377224,0.48089,0.604765,0.699308,0.764197,0.62328,0.395164,0.676493,0.469754,0.675415,0.250306,0.415919,0.000138,0.800945,0,0.003167,0.668573,0.708264,0.688692,0.110755,0.314973,1,0.576534,0.459926,0.019641,1
0.117913,0.222681,0.465482,0.426988,0.43571,0.524941,0.681494,0.773943,0.530217,0.423609,0.438458,0.403738,0.465268,0.222077,0.506675,0.000194,0.533106,0,0.001573,0.693572,0.813881,0.786632,0.201324,0.512935,1,0.409238,0.523583,0.009676,1
0.166517,0.318604,0.536246,0.407102,0.532886,0.615653,0.710143,0.671602,0.567748,0.428653,0.705711,0.464242,0.330237,0.136351,0.273395,0.999424,0.919901,0,0.006532,0.642308,0.731001,0.67278,0.349315,0.783764,1,0.452774,0.423996,0.01823,1
0.20972,0.298881,0.546862,0.489222,0.52544,0.650487,0.689155,0.749058,0.553159,0.478284,0.600963,0.564947,0.751646,0.208753,0.448045,0.000266,0.800068,0,0.0448,0.710587,0.720367,0.704763,0.096963,0.440599,1,0.528935,0.39851,0.023877,1
0.315583,0.425674,0.595422,0.770474,0.385846,0.639327,0.694304,0.800966,0.523772,0.488774,0.502597,0.527319,0.574259,0.120646,0.411299,0.999361,0.532249,0,0.004117,0.628371,0.595928,0.558109,0.202742,0.701628,1,0.582356,0.394494,0.065986,1
0.448125,0.032584,0.491488,0.610146,0.557025,0.581689,0.216822,0.400978,0.351674,0.471033,0.405228,0.214877,0.347771,0.635636,0.351006,0.999425,0.489822,0,0.005253,0.739052,0.726969,0.767702,0.563042,0.758904,1,0.693936,0.438286,0.169216,1
0.559056,0.014713,0.428044,0.365719,0.504368,0.455145,0.276597,0.616222,0.54402,0.500194,0.41008,0.181547,0.200395,0.644389,0.413172,0.002786,0.246468,0,0.007602,0.644867,0.573694,0.630908,0.417203,0.767241,1,0.751144,0.4304,0.288658,1
0.459337,0.577687,0.46584,0.484857,0.453356,0.494328,0.85494,0.773034,0.589358,0.461814,0.617169,0.46965,0.313723,0.215832,0.412752,0.999362,0.25692,0,0.008597,0.628341,0.496886,0.486417,0.243107,0.852102,1,0.658368,0.34545,0.141602,1
0.118678,0.239907,0.587831,0.535534,0.546077,0.757457,0.674857,0.753011,0.594874,0.538104,0.651656,0.643736,0.705457,0.129965,0.400791,0.000193,0.116907,0,0.003406,0.565834,0.695413,0.635366,0.075284,0.621632,1,0.403965,0.252519,0.010289,1
0.252872,0.387423,0.632766,0.512489,0.577828,0.706556,0.841772,0.741292,0.611072,0.538419,0.63694,0.648646,0.647323,0.14306,0.557513,0.000594,0.531284,0,0.002393,0.336153,0.320202,0.314003,0.105103,0.957603,1,0.474111,0.138789,0.040422,1
0.235345,0.3735,0.478613,0.520876,0.453407,0.514974,0.614372,0.698578,0.486465,0.457393,0.467927,0.348596,0.321926,0.12636,0.295125,0.999424,0.246267,0,0.003002,0.661453,0.701923,0.647612,0.351074,0.766059,1,0.525965,0.554474,0.034951,1
0.119047,0.255136,0.558025,0.470718,0.601656,0.677925,0.815355,0.72515,0.618602,0.528326,0.657885,0.517624,0.472658,0.190102,0.410138,0.000257,0.058058,0,0.00107,0.512487,0.63604,0.573132,0.123596,0.850174,1,0.351636,0.191908,0.011242,1
0.042967,0.154461,0.427251,0.638217,0.269812,0.44545,0.588065,0.84636,0.493043,0.438274,0.386861,0.297149,0.311979,0.215865,0.426725,0.000186,0.26005,0,0.00061,0.674924,0.956887,0.896581,0.246389,0.396476,1,0.281645,0.69406,0.002526,1
0.74398,0.019737,0.440273,0.62648,0.521993,0.475227,0.25745,0.627707,0.552504,0.643684,0.416972,0.222745,0.358841,0.656739,0.397642,0.003625,0.256512,?,?,0.717048,0.589105,0.631253,0.445668,0.833315,1,0.839279,0.381548,0.567599,1
0.079545,0.218046,0.563682,0.481708,0.589665,0.738769,0.78873,0.729753,0.574904,0.572994,0.656763,0.652947,0.738978,0.124591,0.466024,0.000066,0.521549,0,0.000991,0.411517,0.519086,0.51494,0.07383,0.856739,1,0.276994,0.147006,0.006121,1
0.157418,0.290826,0.361809,0.505884,0.382866,0.371443,0.714852,0.770326,0.537586,0.410037,0.435413,0.276306,0.291538,0.143974,0.494784,0.999361,0.253689,0,0.006682,0.680204,0.790712,0.727526,0.369358,0.802007,1,0.410308,0.542423,0.018213,1
0.135165,0.273272,0.525617,0.683657,0.51654,0.603975,0.769751,0.774668,0.58296,0.530197,0.587376,0.614961,0.452767,0.180677,0.366096,0.000511,0.61055,0,0.003944,0.473012,0.596923,0.521904,0.135022,0.92269,1,0.405211,0.227702,0.014824,1
0.064123,0.21071,0.453667,0.708887,0.367353,0.50254,0.743981,0.767688,0.42948,0.479238,0.305355,0.383064,0.465627,0.08666,0.541075,0.999361,0.373647,0,0.000689,0.600957,0.818897,0.755585,0.369374,0.88341,1,0.209069,0.486409,0.004644,1
0.372313,0.464777,0.615775,0.657074,0.529334,0.643504,0.742134,0.758083,0.560653,0.474874,0.558212,0.525921,0.559157,0.175654,0.469908,0.001132,0.821676,0,0.003026,0.72492,0.618553,0.60598,0.144548,0.706114,1,0.620876,0.340594,0.095199,1
0.10967,0.238139,0.596456,0.73989,0.462575,0.770247,0.703488,0.79847,0.5803,0.578682,0.573113,0.699183,0.787966,0.076429,0.533983,0.000255,0.824231,0,0.035753,0.486388,0.575452,0.564781,0.083314,0.748801,1,0.340331,0.245229,0.011161,1
0.125864,0.248829,0.578665,0.512918,0.624546,0.753532,0.76311,0.708594,0.531267,0.535103,0.647331,0.66823,0.860615,0.179777,0.4211,0.00007,0.799219,0,0.003358,0.511338,0.568468,0.572064,0.069524,0.69094,1,0.348429,0.230007,0.011427,1
0.222219,0.329904,0.590653,0.644439,0.490393,0.660222,0.637551,0.767148,0.56413,0.52234,0.540034,0.494267,0.48567,0.178568,0.403049,0.000842,0.823721,0,0.002902,0.585163,0.619975,0.57679,0.170626,0.672711,1,0.530665,0.391397,0.035784,1
0.04366,0.169773,0.385163,0.457961,0.404264,0.37196,0.617018,0.767538,0.470532,0.456195,0.35326,0.242627,0.302925,0.18692,0.535226,0.000498,0.137731,0,0.01837,0.638939,0.889711,0.846865,0.340254,0.75859,1,0.223046,0.7025,0.003158,1
0.254402,0.003081,0.480941,0.476107,0.661674,0.631303,0.409367,0.654209,0.794296,0.703922,0.600018,0.305093,0.426758,0.775509,0.692422,0.000601,0.610573,0,0.009203,0.56247,0.687065,0.715673,0.363292,0.722443,1,0.509075,0.361192,0.05125,1
0.312631,0.017776,0.482358,0.574914,0.579819,0.582307,0.121181,0.366298,0.375509,0.676766,0.39784,0.262511,0.343729,0.517392,0.360786,0.999361,0.262342,0,0.003497,0.638334,0.723283,0.758763,0.451799,0.513029,1,0.668846,0.598373,0.068864,1
0.242554,0.352599,0.673533,0.614364,0.52018,0.771164,0.702468,0.770175,0.697349,0.52914,0.76877,0.548141,0.545294,0.11721,0.415111,0.000717,0.810887,0,0.031761,0.59156,0.559279,0.558428,0.095173,0.67977,1,0.533075,0.283816,0.041908,1
0.140442,0.266551,0.5573,0.674645,0.49527,0.666137,0.720194,0.777982,0.577679,0.531096,0.593383,0.623133,0.573759,0.13455,0.449118,0.000385,0.835767,0,0.009628,0.585676,0.702958,0.630144,0.131011,0.777625,1,0.395185,0.279603,0.015887,1
0.098455,0.227618,0.568935,0.617508,0.464354,0.718318,0.727628,0.792988,0.649714,0.510584,0.628503,0.570143,0.456528,0.150982,0.427548,0.000254,0.463659,0,0.001166,0.581191,0.722259,0.670544,0.122483,0.72454,1,0.360911,0.274718,0.00935,1
0.882459,0.045106,0.521443,0.610181,0.527455,0.5707,0.165135,0.248942,0.245584,0.389922,0.400458,0.248468,0.3099,0.599829,0.39798,0.999426,0.487664,?,?,0.86168,0.654295,0.723313,0.447979,0.615679,1,0.929283,0.455822,0.790407,1
0.482898,0.021689,0.511299,0.611311,0.598734,0.624491,0.320042,0.4935,0.298645,0.273244,0.457957,0.206866,0.384086,0.755527,0.426321,0.999362,0.846097,0,0.009111,0.762204,0.72563,0.770484,0.523868,0.798473,1,0.689372,0.378273,0.211052,1
0.256113,0.376547,0.495622,0.645382,0.392409,0.543195,0.670161,0.75254,0.45179,0.42415,0.460081,0.393213,0.480995,0.137533,0.391293,0.999424,0.852684,0,0.004494,0.71532,0.733707,0.68595,0.356899,0.667218,1,0.510839,0.562706,0.041668,1
0.432706,0.012526,0.379104,0.458658,0.420181,0.36327,0.246955,0.585859,0.458562,0.525765,0.346389,0.132358,0.228568,0.609002,0.267887,0.0026,0.247893,0,0.004346,0.553667,0.543173,0.599475,0.461782,0.875409,1,0.679595,0.428753,0.163024,1
0.33424,0.028707,0.482189,0.618159,0.523042,0.589872,0.214319,0.269253,0.320399,0.538869,0.393507,0.250762,0.332341,0.587314,0.355738,0.999425,0.524695,0,0.029086,0.754013,0.842889,0.856263,0.623624,0.654095,1,0.59532,0.576174,0.089992,1
0.17964,0.308378,0.630394,0.525119,0.670049,0.761372,0.781278,0.694444,0.607089,0.544844,0.708689,0.644841,0.598348,0.200842,0.357288,0.00039,0.799564,0,0.001774,0.536621,0.579633,0.541693,0.084753,0.829402,1,0.462307,0.175321,0.022856,1
0.103576,0.246784,0.607971,0.533117,0.590896,0.776329,0.789883,0.751166,0.708727,0.57441,0.792563,0.614859,0.560773,0.095601,0.467077,0.000255,0.825174,0,0.000955,0.379393,0.502736,0.455127,0.084844,0.96473,1,0.340208,0.118036,0.010532,1
0.207656,0.319622,0.623107,0.638696,0.604944,0.742651,0.745944,0.727671,0.544901,0.506727,0.536535,0.50677,0.731905,0.152082,0.493819,0.000457,0.420446,0,0.003155,0.546991,0.550823,0.542794,0.098786,0.684522,1,0.478452,0.283192,0.029707,1
0.147479,0.222367,0.45092,0.534485,0.258584,0.494694,0.473989,0.850364,0.464393,0.444928,0.340741,0.325246,0.578759,0.230751,0.404605,0.000447,0.479277,0,0.007197,0.705592,0.814087,0.793259,0.171861,0.227305,1,0.498684,0.737197,0.013919,1
0.508865,0.014987,0.394497,0.611109,0.456257,0.402023,0.176694,0.595784,0.40365,0.566839,0.304613,0.18184,0.273661,0.562453,0.207614,0.003092,0.22439,0,0.01906,0.683251,0.652779,0.686509,0.488095,0.814066,1,0.730138,0.511155,0.228153,1
0.222504,0.327038,0.36009,0.500611,0.321591,0.353407,0.819059,0.810752,0.476231,0.38343,0.504219,0.449061,0.508505,0.221347,0.43152,0.999361,0.616555,0,0.003242,0.699171,0.692303,0.693445,0.276363,0.588315,1,0.496578,0.517969,0.026679,1
0.27878,0.333615,0.628158,0.35323,0.607525,0.759883,0.587194,0.70354,0.631582,0.444693,0.723315,0.48875,0.823734,0.240364,0.389387,0.000336,0.818671,0,0.00557,0.623988,0.595694,0.593549,0.056211,0.214652,1,0.688236,0.451745,0.03721,1
0.206263,0.316901,0.665813,0.574869,0.547772,0.769118,0.604001,0.740922,0.57589,0.538286,0.56055,0.543597,0.572514,0.167258,0.396544,0.000774,0.804939,0,0.002422,0.607,0.641267,0.603762,0.122805,0.653043,1,0.503372,0.354704,0.032183,1
0.264584,0.386015,0.535796,0.49837,0.562764,0.573254,0.744658,0.726624,0.531897,0.495578,0.492129,0.435583,0.451812,0.169732,0.480838,0.001109,0.259037,0,0.06389,0.633297,0.627423,0.580652,0.184454,0.857143,1,0.509109,0.333773,0.044846,1
0.112018,0.243495,0.581672,0.436303,0.618367,0.72111,0.723815,0.719635,0.706281,0.498682,0.770692,0.449508,0.387289,0.151418,0.380434,0.000318,0.818417,0,0.003153,0.560963,0.634025,0.632116,0.11894,0.767627,1,0.391934,0.238888,0.011112,1
0.195369,0.331771,0.408224,0.60136,0.411879,0.435308,0.691784,0.719642,0.536786,0.407803,0.493287,0.286285,0.216665,0.141409,0.326349,0.999424,0.227337,0,0.00273,0.733571,0.801811,0.749149,0.412278,0.672916,1,0.493125,0.60381,0.025924,1
0.494093,0.541377,0.364197,0.641668,0.400105,0.418355,0.683466,0.798945,0.450433,0.450106,0.384762,0.35473,0.434823,0.221871,0.477159,0.001888,0.235788,0,0.0061,0.804534,0.635107,0.641924,0.265962,0.620826,1,0.682284,0.583958,0.158348,1
0.225465,0.004168,0.48786,0.598232,0.658683,0.624383,0.169737,0.598221,0.521814,0.649244,0.392766,0.27184,0.36474,0.650555,0.404677,0.000977,0.747199,0,0.008837,0.635651,0.793381,0.815225,0.336771,0.684695,1,0.551804,0.367559,0.04604,1
0.228783,0.01286,0.481568,0.51749,0.602281,0.652517,0.381414,0.436522,0.458365,0.75198,0.546073,0.336749,0.514214,0.76958,0.552673,0.999361,0.815505,0,0.004507,0.637269,0.798776,0.823632,0.439874,0.458589,1,0.575371,0.484874,0.036572,1
0.351886,0.456643,0.569071,0.635825,0.507013,0.596391,0.754726,0.768576,0.548539,0.509562,0.573044,0.514068,0.49113,0.177258,0.421934,0.001193,0.521702,0,0.033993,0.632419,0.569409,0.534349,0.156234,0.781675,1,0.601614,0.320125,0.081647,1
0.237869,0.331058,0.536363,0.627126,0.503455,0.593508,0.629626,0.75771,0.479546,0.491173,0.418779,0.396379,0.539217,0.188668,0.480342,0.000846,0.449752,0,0.002703,0.683105,0.688549,0.664018,0.209744,0.609035,1,0.50408,0.509201,0.037087,1
0.118008,0.256815,0.54066,0.732528,0.512526,0.662188,0.749172,0.719703,0.506249,0.473099,0.513055,0.541998,0.6229,0.123449,0.430122,0.999361,0.613835,0,0.001701,0.613328,0.724929,0.688058,0.235975,0.767627,1,0.364982,0.33684,0.011713,1
0.091152,0.223971,0.524419,0.718066,0.375257,0.627209,0.682136,0.840442,0.565203,0.529825,0.523788,0.667995,0.513021,0.128603,0.428879,0.000378,0.81369,0,0.002345,0.48675,0.654325,0.589396,0.139779,0.810888,1,0.327338,0.310437,0.008991,1
0.339244,0.4373,0.410106,0.536655,0.314129,0.447785,0.59,0.820671,0.526485,0.429146,0.507364,0.422034,0.38637,0.123866,0.366391,0.999361,0.478528,0,0.004881,0.678639,0.63095,0.600503,0.262129,0.644399,1,0.626991,0.537579,0.069797,1
0.215604,0.284628,0.604033,0.331582,0.599274,0.762269,0.582543,0.706455,0.650756,0.440414,0.743323,0.469409,0.795796,0.240091,0.378804,0.000202,0.798816,0,0.002335,0.616407,0.644392,0.629261,0.057042,0.200526,1,0.634345,0.449955,0.022726,1
0.183974,0.310253,0.575604,0.580288,0.546611,0.678154,0.776094,0.751271,0.552721,0.538837,0.600865,0.661541,0.729091,0.137946,0.470959,0.000391,0.799207,0,0.002518,0.527557,0.534554,0.532659,0.094013,0.805859,1,0.425535,0.205836,0.022243,1
0.23573,0.39933,0.652851,0.691508,0.54371,0.741969,0.719034,0.658,0.465042,0.472128,0.540677,0.562905,0.526641,0.1095,0.321653,0.999487,0.893906,0,0.003644,0.611457,0.635143,0.587661,0.327757,0.856889,1,0.46276,0.385949,0.038192,1
0.204213,0.329837,0.66236,0.57065,0.708568,0.781991,0.782633,0.676476,0.569637,0.552491,0.616783,0.591737,0.620424,0.260379,0.372378,0.000521,0.905212,0,0.001793,0.537658,0.528876,0.527527,0.103096,0.826992,1,0.471869,0.206164,0.030268,1
0.243738,0.367003,0.515374,0.750537,0.36561,0.551647,0.689531,0.830414,0.528068,0.533731,0.390866,0.509005,0.445877,0.126264,0.551563,0.001296,0.640217,0,0.003339,0.46814,0.494512,0.453284,0.21289,0.886612,1,0.493652,0.394624,0.047287,1
0.619124,0.015326,0.48675,0.672071,0.589174,0.548447,0.242662,0.624365,0.507439,0.671986,0.382681,0.223588,0.389763,0.716191,0.354358,0.00275,0.46071,?,?,0.803818,0.684721,0.747201,0.386783,0.79808,1,0.800285,0.312692,0.396008,1
0.351421,0.451458,0.604711,0.638666,0.499416,0.63599,0.664502,0.738741,0.481089,0.463414,0.483549,0.420092,0.544674,0.16222,0.375323,0.999361,0.251671,0,0.003518,0.710478,0.642836,0.613775,0.221859,0.669377,1,0.593263,0.438692,0.079355,1
